chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
1	-	173903804	173917378	ENSG00000117601.13	SERPINC1	0.0425089	1	-0.720233	0
1	+	24502351	24541040	ENSG00000117602.11	RCAN3	6.80272	0.977539	-0.131304	-0.0339561
1	-	25222679	25232502	ENSG00000117614.9	SYF2	46.0254	0.98721	-0.139436	-0.0140995
1	-	25242237	25338213	ENSG00000117616.17	RSRP1	6.27413	0.89361	-0.484548	-0.0957127
1	+	99969789	100035637	ENSG00000117620.13	SLC35A3	6.33622	0.880505	0.357433	-0.141107
1	+	211258377	211316385	ENSG00000117625.13	RCOR3	24.533	0.820931	-0.159808	-0.150306
1	-	25884181	25906991	ENSG00000117632.21	STMN1	52.0448	0.557702	-0.421768	0.242384
1	+	25818640	25832942	ENSG00000117640.17	MTFR1L	56.9515	0.963373	-0.177359	0.0046366
1	+	25617468	25786207	ENSG00000117643.14	MAN1C1	10.9421	0.957408	-1.48283	-0.0260921
1	-	211658657	211675630	ENSG00000117650.12	NEK2	2.08134	0.787645	-1.08494	-0.0569203
1	+	26529761	26575030	ENSG00000117676.13	RPS6KA1	1.65209	0.817411	-0.190558	0.00558185
1	+	26432282	26471294	ENSG00000117682.16	DHDDS	20.0619	0.957928	-0.0343575	-0.0135308
1	+	212432887	212446379	ENSG00000117691.9	NENF	35.307	0.987684	-0.424906	-0.00361634
1	-	212726153	212791782	ENSG00000117697.14	NSL1	14.1888	0.954484	-0.0061076	-0.000727083
1	+	213983181	214041502	ENSG00000117707.15	PROX1	0.116879	1	0.0819713	0
1	+	26693236	26782104	ENSG00000117713.18	ARID1A	61.2074	0.84531	-0.192374	-0.0961848
1	+	214603195	214664588	ENSG00000117724.12	CENPF	23.4833	0.959837	-0.703871	-0.0205916
1	-	27891524	27914746	ENSG00000117748.9	RPA2	49.903	0.950548	-0.511142	-0.0285076
1	+	27830778	27851676	ENSG00000117751.17	PPP1R8	46.9385	0.963761	-0.110844	-0.0265348
1	+	27773183	27824452	ENSG00000117758.13	STX12	46.7449	0.981668	-0.0207778	0.000355237
1	+	220748225	220784815	ENSG00000117791.15	MARC2	2.03699	0.728825	0.100407	-0.0505961
1	+	51577179	51798427	ENSG00000117859.18	OSBPL9	43.8767	0.922407	-0.173485	-0.0376213
1	-	52020131	52056171	ENSG00000117862.11	TXNDC12	63.0814	0.990343	-0.129818	-0.0533238
7	-	158730995	158830253	ENSG00000117868.15	ESYT2	93.8226	0.647783	-0.0137692	0.0433066
19	+	45406209	45410766	ENSG00000117877.10	CD3EAP	8.37052	0.889529	-0.705992	-0.62811
15	-	80946289	80989878	ENSG00000117899.10	MESDC2	34.8377	0.679168	0.0706291	-0.096783
15	+	76931619	76954392	ENSG00000117906.13	RCN2	61.7563	0.906383	-0.0295173	0.0132898
15	-	78624119	78727754	ENSG00000117971.11	CHRNB4	0.00477584	1	-0.169552	0
11	+	1223066	1262172	ENSG00000117983.17	MUC5B	0.0377895	1	-0.679332	0
11	-	1752752	1764573	ENSG00000117984.13	CTSD	1007.97	0.986279	-0.816036	-0.00380651
2	+	3594832	3644644	ENSG00000118004.17	COLEC11	0.0972759	1	-1.0281	0
3	-	136336233	136752403	ENSG00000118007.12	STAG1	33.1658	0.694482	0.0786864	0.00780385
3	-	138123718	138132387	ENSG00000118017.3	A4GNT	0.170053	1	-1.2554	0
19	+	1177558	1228435	ENSG00000118046.14	STK11	50.6092	0.883191	-0.145837	-0.0368879
11	+	118436490	118526832	ENSG00000118058.20	KMT2A	47.229	0.737816	-0.0402797	-0.0977955
11	-	118657316	118679690	ENSG00000118094.11	TREH	0.0307526	1	-0.610155	0
11	-	118544528	118572970	ENSG00000118096.7	IFT46	29.6103	0.945228	-0.302936	-0.0616644
11	-	102711795	102727050	ENSG00000118113.11	MMP8	1.65767	0.989179	-2.22211	0.00467808
11	-	116835751	116837950	ENSG00000118137.9	APOA1	0.108645	1	-0.437462	0
19	-	47520685	47555856	ENSG00000118156.12	ZNF541	0.0215362	1	0.0640635	0
19	-	47428017	47472168	ENSG00000118160.13	SLC8A2	0.0392823	1	-0.692691	0
19	-	47475144	47484268	ENSG00000118162.13	KPTN	4.56558	0.743102	-0.374232	-0.221042
11	-	119015712	119018691	ENSG00000118181.10	RPS25	516.176	0.975156	-0.591731	-0.0955167
1	-	200551497	200620734	ENSG00000118193.11	KIF14	1.70768	0.836837	-0.300317	-0.145555
1	-	201359008	201377762	ENSG00000118194.18	TNNT2	2.57241	0.987296	-2.41203	-0.0138218
1	-	200623896	200669969	ENSG00000118197.13	DDX59	8.25363	0.977572	0.050196	-0.0675194
1	+	200739558	200860704	ENSG00000118200.14	CAMSAP2	42.3694	0.93777	0.0282043	-0.107475
1	+	161766294	161964070	ENSG00000118217.5	ATF6	43.9595	0.871545	-0.091431	-0.100504
2	-	215942805	216034096	ENSG00000118242.15	MREG	1.52304	0.986342	0.0931647	-0.0275028
2	+	206765357	206792509	ENSG00000118246.13	FASTKD2	12.0444	0.925883	0.208233	-0.168266
2	+	205681990	205798133	ENSG00000118257.16	NRP2	452.573	0.967477	-1.56902	-0.00808864
2	+	207529737	207603431	ENSG00000118260.14	CREB1	22.823	0.942944	0.124475	-0.0638817
2	-	207074137	207167267	ENSG00000118263.14	KLF7	52.5194	0.964403	-0.173044	0.00652604
18	+	31591726	31599021	ENSG00000118271.9	TTR	0.165329	1	-1.24385	0
18	-	31622247	31685836	ENSG00000118276.11	B4GALT6	3.59107	0.985521	-1.11281	-0.0368171
1	+	150268200	150280916	ENSG00000118292.8	C1orf54	2.63135	0.506926	-1.32225	-0.988138
1	+	150257159	150265078	ENSG00000118298.10	CA14	0.0701397	1	-0.903848	0
12	-	25108420	25195162	ENSG00000118307.18	CASC1	0.0655067	0.986156	-0.877985	0.00599402
12	+	25004342	25108334	ENSG00000118308.15	LRMP	0.00472369	1	-0.168017	0
11	+	74949247	74979031	ENSG00000118363.11	SPCS2	61.3886	0.984361	-0.194253	-0.000173812
11	+	78188812	78214711	ENSG00000118369.12	USP35	6.60501	0.753928	-0.0913499	-0.210059
6	-	79914812	79947580	ENSG00000118402.5	ELOVL4	4.70731	0.986665	-0.0337913	-0.0445365
6	-	75291859	75493738	ENSG00000118407.14	FILIP1	0.469816	1	-0.155558	0
6	+	89829894	89874436	ENSG00000118412.12	CASP8AP2	2.70221	0.298694	0.029441	0.0446785
6	-	79201245	79234738	ENSG00000118418.14	HMGN3	17.5644	0.903893	-0.0746656	-0.105226
6	-	82892398	83065841	ENSG00000118420.16	UBE3D	2.29713	0.832151	-0.139018	0.0652924
6	-	88139864	88166359	ENSG00000118432.12	CNR1	0.00472369	1	1.71322	-0.00964395
1	-	70260588	70354734	ENSG00000118454.12	ANKRD13C	22.1689	0.919025	-0.00165323	-0.0885211
1	+	66533383	66748299	ENSG00000118473.21	SGIP1	7.05969	0.75236	-0.339514	-0.0265499
6	+	63635820	63779336	ENSG00000118482.11	PHF3	40.1977	0.830369	0.0316676	-0.0822261
6	-	143940300	144064599	ENSG00000118495.18	PLAGL1	29.2452	0.886728	0.0903739	-0.0183103
6	-	145793502	145814753	ENSG00000118496.4	FBXO30	20.9867	0.967946	0.0922509	-0.146273
6	+	137867188	137883312	ENSG00000118503.14	TNFAIP3	5.74479	0.974526	0.318938	-0.0943313
6	+	131135666	131283535	ENSG00000118507.15	AKAP7	1.86403	1	0.227441	-0.00578032
6	+	146543693	146554965	ENSG00000118508.4	RAB32	51.9998	0.986495	-0.201691	-0.0137018
6	+	135181315	135219173	ENSG00000118513.18	MYB	0.138598	0.98555	-1.17201	0.0062583
6	-	134917390	134950122	ENSG00000118514.13	ALDH8A1	0.14887	1	-0.0497799	0
6	-	134169246	134318112	ENSG00000118515.11	SGK1	75.5269	1	-0.377245	0
6	+	127266610	127288567	ENSG00000118518.15	RNF146	31.1038	0.957517	-0.176615	-0.221488
6	-	131948176	131951373	ENSG00000118523.5	CTGF	1302	0.71961	-1.53484	-0.530445
6	+	133889138	133895553	ENSG00000118526.6	TCF21	1.95851	0.998236	-0.543965	-0.0369609
16	-	72112157	72176878	ENSG00000118557.15	PMFBP1	0.191411	1	0.13795	-0.0847678
4	-	15604539	15681679	ENSG00000118564.14	FBXL5	16.6183	0.932214	0.160235	-0.00372154
4	+	17614631	17634105	ENSG00000118579.12	MED28	30.5189	0.944397	0.0634208	0.0183362
12	+	59596067	59789855	ENSG00000118596.11	SLC16A7	8.707	0.996059	0.383405	-0.0370285
12	+	63779803	63809558	ENSG00000118600.11	TMEM5	4.55711	0.716348	-0.193407	-0.31928
19	+	21020620	21060050	ENSG00000118620.12	ZNF430	2.70512	0.99498	0.418393	-0.0127636
2	+	85561562	85582031	ENSG00000118640.10	VAMP8	0.359001	1	-0.0827218	0
1	+	113905141	113914086	ENSG00000118655.4	DCLRE1B	8.99003	0.945055	-0.143007	-0.0188053
18	+	3261909	3278284	ENSG00000118680.12	MYL12B	337.202	0.976787	-0.124084	-0.00216619
6	+	108559835	108684774	ENSG00000118689.14	FOXO3	70.8591	0.957696	0.0900615	-0.0142146
6	+	108848416	108974472	ENSG00000118690.12	ARMC2	1.78707	0.64231	0.0913036	0.111251
20	+	37178410	37241623	ENSG00000118705.16	RPN2	352.852	0.955392	-0.282054	-0.00857065
20	+	36573488	36593950	ENSG00000118707.9	TGIF2	18.0852	0.762923	-0.376041	0.0980291
4	+	88007668	88077777	ENSG00000118762.7	PKD2	68.8547	0.91081	-0.294224	-0.143552
4	-	88090264	88231322	ENSG00000118777.10	ABCG2	0.0283421	1	0.242906	0
4	+	87975650	87983426	ENSG00000118785.13	SPP1	5.97142	0.991541	-2.24506	0.00365264
4	+	76306026	76311599	ENSG00000118804.8	STBD1	8.75077	0.995534	-0.133788	-0.0158507
4	-	77047158	77076005	ENSG00000118816.9	CCNI	148.266	0.92783	-0.0158437	-0.0744037
3	-	158696892	158732696	ENSG00000118849.9	RARRES1	0.365879	0.910898	-0.16671	-0.0781849
3	+	158732198	158829719	ENSG00000118855.18	MFSD1	31.6485	0.959104	-0.288425	-0.0378284
1	-	220148293	220272454	ENSG00000118873.15	RAB3GAP2	30.6203	0.753102	-0.0339253	-0.150939
16	-	5084304	5097808	ENSG00000118894.14	EEF2KMT	7.53102	0.904572	-0.356408	-0.153294
16	-	4882507	4960741	ENSG00000118898.15	PPL	8.83122	0.880182	-0.179487	-0.152695
16	+	4846665	4882360	ENSG00000118900.14	UBN1	50.7226	0.785993	-0.221027	-0.168342
13	-	73686089	73995056	ENSG00000118922.17	KLF12	27.2514	0.942606	-0.0363128	0.0148143
13	+	75549480	75606020	ENSG00000118939.17	UCHL3	6.92883	0.860422	-0.0810731	-0.129932
13	+	57631810	57729311	ENSG00000118946.11	PCDH17	0.24187	1	-1.40118	0
2	-	20560448	20651089	ENSG00000118960.12	HS1BP3	36.4115	0.96801	-0.266282	0.00073506
2	-	20684014	20823130	ENSG00000118961.14	LDAH	19.6188	0.952153	-0.164573	-0.0394702
2	-	19910260	19990131	ENSG00000118965.14	WDR35	6.72617	0.701619	0.182031	-0.145435
12	+	4273772	4305350	ENSG00000118971.7	CCND2	22.9413	0.985722	-0.704105	-0.0220272
12	-	4368227	4379728	ENSG00000118972.1	FGF23	7.59985	1	-1.58876	0
5	-	95885098	95962071	ENSG00000118985.15	ELL2	95.7295	0.918436	0.1049	-0.1038
2	-	195737703	196068812	ENSG00000118997.13	DNAH7	0.396382	0.977879	-0.568294	0.00961762
2	+	203238940	203305611	ENSG00000119004.15	CYP20A1	6.2386	0.934079	-0.108662	-0.0812497
2	+	201071433	201085750	ENSG00000119013.8	NDUFB3	29.4154	0.977276	-0.231984	-0.0446988
2	-	196763032	196799725	ENSG00000119041.10	GTF3C3	20.8264	0.897972	0.101915	-0.0783725
2	-	199269500	199471266	ENSG00000119042.16	SATB2	11.8557	0.911214	0.0869332	-0.209299
5	+	134371179	134391992	ENSG00000119048.7	UBE2B	21.9868	0.965075	-0.00606992	-0.0339249
9	-	74722495	74888094	ENSG00000119121.21	TRPM6	0.0445834	1	-0.0485029	0
9	+	72114595	72257193	ENSG00000119125.16	GDA	0.00944738	1	0.652579	0
9	-	70384597	70414624	ENSG00000119138.4	KLF9	27.513	0.999394	0.181294	-0.0050794
9	+	69121264	69255208	ENSG00000119139.17	TJP2	5.00435	0.942247	0.391802	-0.15655
2	+	106063246	106078159	ENSG00000119147.9	C2orf40	0.0408075	1	-0.705928	0
2	-	9403475	9423547	ENSG00000119185.12	ITGB1BP1	36.8859	0.887196	-0.0841644	-0.0476436
2	+	9423568	9473101	ENSG00000119203.13	CPSF3	26.7571	0.961159	-0.0215178	-0.044264
3	-	196946343	196969060	ENSG00000119227.7	PIGZ	3.93813	0.98234	-0.0640627	-0.028832
3	+	196867856	196934714	ENSG00000119231.10	SENP5	23.5978	0.943191	-0.0590982	-0.211943
12	-	123918660	123972831	ENSG00000119242.8	CCDC92	55.4541	0.976098	-0.380237	-0.0152046
1	-	230837119	230869589	ENSG00000119280.16	C1orf198	277.36	0.968819	-1.20973	-0.00687182
1	+	231162112	231221556	ENSG00000119283.15	TRIM67	1.10622	0.959778	-2.04775	0.017649
1	-	236549005	236604504	ENSG00000119285.10	HEATR1	20.8683	0.537898	-0.110058	-0.375188
9	-	112217716	112333667	ENSG00000119314.15	PTBP3	27.7406	0.973205	0.184646	-0.0775935
9	+	107283137	107332194	ENSG00000119318.12	RAD23B	204.869	0.987085	-0.0143274	-0.00556211
9	-	113161006	113221361	ENSG00000119321.8	FKBP15	54.9196	0.830374	-0.410702	-0.211103
9	-	108942569	109013529	ENSG00000119326.14	CTNNAL1	25.2462	0.916743	-0.173237	-0.099494
9	+	108934181	108950744	ENSG00000119328.11	FAM206A	9.73772	0.938656	-0.0150063	-0.169201
9	-	128633661	128656787	ENSG00000119333.11	WDR34	23.5565	0.744915	-0.25931	0.00544303
9	+	128683424	128696400	ENSG00000119335.16	SET	204.947	0.917589	-0.0575359	-0.0384196
9	+	129110950	129148946	ENSG00000119383.19	PTPA	136.305	0.972571	-0.271443	0.000914856
9	+	128504700	128542288	ENSG00000119392.14	GLE1	18.2789	0.712518	-0.348942	-0.320036
9	-	121178137	121223014	ENSG00000119396.10	RAB14	61.5203	0.976591	0.10882	-0.060094
9	+	121074863	121177610	ENSG00000119397.16	CNTRL	3.74721	0.514153	-0.0612669	-0.376019
9	+	116687302	116701300	ENSG00000119401.10	TRIM32	44.7573	0.834516	-0.26666	0.0777135
9	-	120751978	120793412	ENSG00000119402.16	FBXW2	36.083	0.562928	-0.0829864	-0.228765
9	-	120855652	120894896	ENSG00000119403.13	PHF19	18.8069	0.873439	-0.0827685	-0.0863079
9	+	124257606	124353307	ENSG00000119408.16	NEK6	120.099	0.959971	-0.305687	-0.00893824
9	-	125146573	125189939	ENSG00000119414.11	PPP6C	28.5354	0.958266	0.175515	-0.0262851
9	-	122144058	122159819	ENSG00000119421.6	NDUFA8	42.1896	0.985816	-0.271287	-0.00192507
9	-	113373419	113376999	ENSG00000119431.9	HDHD3	3.58717	0.599609	-0.250676	-0.38102
9	-	122237624	122264839	ENSG00000119446.13	RBM18	15.8341	0.881043	0.102756	-0.0579523
9	-	112878920	112890913	ENSG00000119457.7	SLC46A2	0.0176978	1	-0.442445	0
9	+	112379937	112472410	ENSG00000119471.14	HSDL2	22.8867	0.983868	0.0107292	-0.0181458
9	-	125437393	125707234	ENSG00000119487.16	MAPKAP1	105.545	0.965162	-0.126388	-0.00153541
9	+	99821855	99866891	ENSG00000119508.17	NR4A3	0.769218	0.986778	-0.0765751	-0.0167617
9	+	100099256	100301000	ENSG00000119509.12	INVS	7.90273	0.494116	0.0941671	0.0684752
9	+	98807699	98850081	ENSG00000119514.6	GALNT12	0.771185	0.920438	0.10938	-0.0891591
9	-	123379654	123930152	ENSG00000119522.16	DENND1A	20.9123	0.861432	-0.0793636	-0.0314852
9	-	99216426	99221956	ENSG00000119523.9	ALG2	30.0031	0.975891	-0.0376401	-0.0808077
18	-	63327726	63367510	ENSG00000119537.15	KDSR	43.7207	0.987608	0.0461962	-0.00854351
18	-	63389190	63422483	ENSG00000119541.9	VPS4B	29.6261	0.974706	0.21069	-0.0330569
18	+	57435685	57491297	ENSG00000119547.5	ONECUT2	0.0897501	1	-0.952174	0
19	-	1461143	1479556	ENSG00000119559.15	C19orf25	17.5353	1	-0.128077	0
19	-	58513530	58538911	ENSG00000119574.12	ZBTB45	15.4666	0.874305	-0.180168	-0.00778558
14	+	74763366	74859435	ENSG00000119596.17	YLPM1	70.0679	0.818803	-0.308346	-0.0510301
14	+	72926332	72959703	ENSG00000119599.16	DCAF4	10.2126	0.854323	-0.117812	-0.111562
14	-	74852871	74871940	ENSG00000119608.12	PROX2	0.085204	1	-0.188935	-1.08816
14	+	74713144	74738620	ENSG00000119616.11	FCF1	33.2212	0.964193	0.0751591	-0.0210443
14	-	74941834	74955784	ENSG00000119630.13	PGF	18.8545	0.976192	-1.30892	-0.0356047
14	-	94127779	94130253	ENSG00000119632.3	IFI27L2	41.9951	0.984931	-0.489161	-0.00795583
14	+	74019353	74082863	ENSG00000119636.15	BBOF1	2.17186	0.501845	-1.13215	-1.01312
14	-	75079353	75127344	ENSG00000119638.12	NEK9	22.2843	0.854603	-0.370237	-0.0363431
14	-	75053221	75069483	ENSG00000119640.8	ACYP1	4.08947	0.936253	-0.153976	-0.0750179
14	+	75902136	76084585	ENSG00000119650.12	IFT43	13.3909	0.727593	-0.241097	-0.0511418
14	-	74476192	74494177	ENSG00000119655.9	NPC2	116.209	0.997872	-0.372492	-0.000310533
14	+	73644875	73703732	ENSG00000119661.14	DNAL1	7.9506	0.996356	0.107669	-0.0217927
14	-	77024543	77028699	ENSG00000119669.4	IRF2BPL	74.0797	1	-0.507284	0
14	+	73567620	73575658	ENSG00000119673.14	ACOT2	18.6011	0.896978	-0.0979593	-0.0496752
14	-	74498170	74612378	ENSG00000119681.11	LTBP2	1684.66	0.708582	-1.64248	-0.180179
14	-	74653437	74713115	ENSG00000119682.16	AREL1	27.3844	0.564783	-0.418294	-0.00938034
14	-	75013764	75051532	ENSG00000119684.15	MLH3	12.8932	0.948834	-0.16291	-0.243046
14	+	75633625	75955078	ENSG00000119685.19	TTLL5	8.06126	0.528716	0.0465139	-0.0887791
14	+	75578617	75663214	ENSG00000119686.9	FLVCR2	0.308048	1	0.42459	-0.0737377
14	-	74285423	74303056	ENSG00000119688.20	ABCD4	3.84233	0.750747	-0.662549	-0.217277
14	+	74881891	74903745	ENSG00000119689.14	DLST	123.191	0.941584	-0.0422871	-0.0583124
14	+	94146128	94279735	ENSG00000119698.11	PPP4R4	0.361753	0.980251	-0.0229278	-0.0962975
14	-	75958099	75982991	ENSG00000119699.7	TGFB3	3.31276	0.977092	-0.246068	-0.0473732
14	+	75064170	75079987	ENSG00000119703.13	ZC2HC1C	0.636192	1	-0.338844	0
14	+	77708071	77761104	ENSG00000119705.9	SLIRP	21.4163	0.995309	-0.190591	-0.0143042
14	+	73058436	73123898	ENSG00000119707.13	RBM25	47.8946	0.971297	-0.301772	-0.0314032
14	-	74056850	74084493	ENSG00000119711.12	ALDH6A1	10.22	0.926519	-0.320845	-0.464502
14	-	91232532	91253925	ENSG00000119714.10	GPR68	4.4034	0.617976	-0.743231	-0.0600534
14	+	76310614	76501841	ENSG00000119715.14	ESRRB	0.00835087	1	-0.263657	0
14	+	75002911	75012366	ENSG00000119718.10	EIF2B2	9.68807	0.990271	-0.252772	-0.0339172
14	-	90267856	90332137	ENSG00000119720.17	NRDE2	4.10304	0.831129	0.0388296	-0.00324523
14	+	73949926	73963670	ENSG00000119723.16	COQ6	4.54868	0.511488	-0.190733	-0.142897
14	+	73886617	73932511	ENSG00000119725.17	ZNF410	30.5564	0.933156	-0.018843	-0.0380751
2	+	46541806	46583121	ENSG00000119729.11	RHOQ	57.4088	0.974714	-0.0229974	-0.0155817
2	-	53852913	53859989	ENSG00000119737.5	GPR75	0.453474	1	-0.0150246	0
2	-	27650812	27663840	ENSG00000119760.15	SUPT7L	36.525	0.829844	-0.0419697	-0.0869554
2	+	23385217	23708611	ENSG00000119771.14	KLHL29	10.6116	0.89197	-0.23033	-0.161875
2	-	25227855	25342590	ENSG00000119772.16	DNMT3A	16.971	0.736551	-0.298309	-0.0800666
2	+	27032910	27041695	ENSG00000119777.18	TMEM214	97.9324	0.888248	-0.177511	-0.0935716
2	-	23748664	23927114	ENSG00000119778.14	ATAD2B	4.54226	0.709362	0.204112	0.0224206
2	+	24049701	24063681	ENSG00000119782.13	FKBP1B	2.34757	0.824771	-0.357049	-0.0916055
2	-	38294880	38377285	ENSG00000119787.13	ATL2	8.18269	0.899636	0.345106	-0.09823
2	+	30146941	30160533	ENSG00000119801.12	YPEL5	50.5196	0.966837	-0.209066	-0.0224439
2	-	33583658	33599382	ENSG00000119812.18	FAM98A	51.9109	0.966159	-0.0500672	-0.00571262
2	+	32277910	32316594	ENSG00000119820.10	YIPF4	24.3263	0.996745	0.127566	-0.00843074
2	+	64524305	64593005	ENSG00000119844.15	AFTPH	17.8452	0.930175	-0.0377782	-0.199181
2	+	64453969	64461381	ENSG00000119862.12	LGALSL	1.46487	0.889366	-0.361271	0.00176627
2	-	68284171	68320051	ENSG00000119865.8	CNRIP1	15.3228	0.927046	0.120229	-0.0130616
2	-	60451167	60553567	ENSG00000119866.20	BCL11A	3.65306	0.978508	-1.38834	0.00934119
2	+	46616416	46625742	ENSG00000119878.5	CRIPT	9.74799	0.97253	-0.0961701	-0.00817358
2	+	47345158	47387601	ENSG00000119888.10	EPCAM	0.1312	1	-1.14983	0
6	-	73593379	73654155	ENSG00000119899.12	SLC17A5	21.3883	0.968168	-0.0358161	-0.019606
6	+	71288803	71308950	ENSG00000119900.7	OGFRL1	6.63508	0.570767	0.585945	-0.294444
10	+	100912569	100965136	ENSG00000119906.11	SLF2	18.4204	0.767989	0.0267586	-0.184694
10	-	92451684	92574076	ENSG00000119912.15	IDE	19.3321	0.700852	-0.062682	-0.155462
10	+	102226328	102229589	ENSG00000119915.4	ELOVL3	0.904969	0.939123	-0.607019	-0.0848117
10	+	89327894	89340971	ENSG00000119917.13	IFIT3	9.21186	0.998682	-0.0163633	-0.00872163
10	+	99532933	99536524	ENSG00000119919.10	NKX2-3	0.00472369	1	-0.168017	0
10	+	89283694	89309276	ENSG00000119922.9	IFIT2	8.05214	0.998951	-0.737424	-0.00432412
10	-	112149864	112215377	ENSG00000119927.13	GPAM	11.8867	0.814901	0.16248	-0.29132
10	+	99702558	99756134	ENSG00000119929.12	CUTC	7.03766	0.913133	-0.102031	-0.264177
10	-	91628442	91633054	ENSG00000119938.8	PPP1R3C	129.717	0.996477	-0.975125	-0.0164378
10	-	98383565	98415184	ENSG00000119943.11	PYROXD2	7.01916	0.286041	-1.02313	-0.518194
10	+	99329099	99394330	ENSG00000119946.10	CNNM1	1.19075	0.887278	-0.641359	0.0361131
10	+	110207605	110287365	ENSG00000119950.20	MXI1	30.5532	0.9657	-0.376364	0.00481535
10	-	110290730	110304951	ENSG00000119953.12	SMNDC1	10.5111	0.878489	0.346145	-0.0782281
10	-	122930903	122954403	ENSG00000119965.12	C10orf88	5.06247	0.873547	-0.338376	-0.177836
10	+	94501434	94613905	ENSG00000119969.14	HELLS	1.96587	0.919082	0.283552	-0.0142777
10	-	118589989	118595699	ENSG00000119973.5	PRLHR	0.0053329	1	-0.185624	0
10	-	95663396	95694143	ENSG00000119977.20	TCTN3	42.0702	0.820203	-0.0293072	-0.0469818
10	+	119104086	119137984	ENSG00000119979.16	FAM45A	6.49838	0.417366	-0.353874	-0.292204
10	-	97677424	97687323	ENSG00000119986.6	AVPI1	20.1074	0.979682	-3.30357	-1.9955
10	+	120851175	120909524	ENSG00000120008.15	WDR11	37.1601	0.805114	-0.407267	-0.0360434
10	-	101845599	102056193	ENSG00000120029.12	C10orf76	23.1687	0.843902	-0.458172	-0.0422727
10	-	101825974	101843920	ENSG00000120049.18	KCNIP2	0.174998	0.346962	0.565459	0.376223
10	+	104353764	104455090	ENSG00000120051.14	CFAP58	0.614339	0.977857	-0.128585	0.00470226
10	-	99396870	99430624	ENSG00000120053.10	GOT1	37.1453	0.942875	-0.410688	-0.0694355
10	-	102449837	102451543	ENSG00000120055.7	C10orf95	0.0663806	1	-0.882983	-2.00432
10	-	97766751	97771952	ENSG00000120057.4	SFRP5	0.00472369	1	-0.168017	0
17	-	65010715	65056839	ENSG00000120063.9	GNA13	27.3729	0.97392	0.12828	-0.00148663
17	-	48611377	48614939	ENSG00000120068.6	HOXB8	10.0351	0.954362	-3.00195	0.0200813
17	-	46029916	46225374	ENSG00000120071.12	KANSL1	40.2991	0.964477	-0.72701	-0.178903
17	-	48591257	48593961	ENSG00000120075.5	HOXB5	8.27326	0.899097	-1.45017	0.00710876
17	-	48548870	48604912	ENSG00000120093.11	HOXB3	31.6842	0.743056	-0.504128	0.0206831
5	-	172768090	172771195	ENSG00000120129.5	DUSP1	50.8992	0.708995	-0.374081	-0.759263
5	-	168548495	168579600	ENSG00000120137.6	PANK3	34.8424	0.967704	0.123506	-0.0772675
5	+	174724533	174730893	ENSG00000120149.8	MSX2	2.26268	0.995857	-0.221532	0.0012399
9	+	27109141	27230175	ENSG00000120156.20	TEK	6.4209	0.926583	-0.980572	-0.0159406
9	+	4792869	4885917	ENSG00000120158.11	RCL1	6.58065	0.9937	0.0386022	-0.0537295
9	-	26840685	26892804	ENSG00000120159.11	CAAP1	8.31455	0.924657	0.00989718	-0.0366961
9	-	27325209	27529781	ENSG00000120162.9	MOB3B	0.288145	1	-0.0153526	-0.00164505
9	+	5231419	5235304	ENSG00000120211.4	INSL4	0.0188948	1	-0.46082	0
9	+	5890802	5910606	ENSG00000120215.9	MLANA	0.0474558	1	0.161376	0
9	+	5450503	5470566	ENSG00000120217.13	CD274	10.1857	0.925242	-1.36873	-0.0882894
9	+	21409147	21410185	ENSG00000120242.3	IFNA8	0.00944738	1	-0.288861	0
6	-	149724315	149749665	ENSG00000120253.13	NUP43	12.9619	0.961619	0.196463	-0.0352415
6	+	150865549	151101887	ENSG00000120254.15	MTHFD1L	115.23	0.884129	-0.524239	-0.142651
6	-	149818798	149864026	ENSG00000120256.9	LRP11	26.7379	0.888439	-0.29633	-0.0966843
6	+	151494030	151621193	ENSG00000120262.9	CCDC170	2.73757	0.972833	-1.11696	0.00865511
6	+	149749443	149811420	ENSG00000120265.16	PCMT1	37.6959	0.995508	0.0332672	-0.00982309
6	+	150599883	150843665	ENSG00000120278.15	PLEKHG1	1.05541	0.989359	-0.250062	-0.0412388
6	+	152697895	152724567	ENSG00000120279.6	MYCT1	0.0377895	1	-0.136804	0
X	-	30558824	30577844	ENSG00000120280.5	CXorf21	0.00472369	1	-0.168017	0
5	+	140174642	140282052	ENSG00000120306.9	CYSTM1	16.662	0.965878	-0.362532	-0.0359162
5	+	140664676	140674124	ENSG00000120314.18	WDR55	10.3674	0.604547	0.0703289	-0.127655
5	-	141653401	141682221	ENSG00000120318.15	ARAP3	6.09013	0.257056	-0.675821	-0.398034
5	+	141177790	141180529	ENSG00000120322.3	PCDHB8	0.729985	1	-1.86922	0
5	+	141192353	141195642	ENSG00000120324.8	PCDHB10	3.03652	1	-1.78125	0
5	+	141222932	141227759	ENSG00000120327.6	PCDHB14	4.76932	1	-1.45141	0
5	+	141208697	141212571	ENSG00000120328.6	PCDHB12	1.56505	1	-2.19729	0
1	+	175067858	175148066	ENSG00000120332.15	TNN	0.0472369	1	-0.757676	0
1	-	175010789	175023425	ENSG00000120333.4	MRPS14	15.6874	0.93821	-0.202693	-0.0488448
1	-	173799550	173824720	ENSG00000120334.15	CENPL	0.799242	0.313249	-1.90808	-1.50954
