chr	strand	start	end	gene_id	gene_symbol	omega	rate
2	+	240435671	240468078	ENSG00000063660.8	GPC1	112.388	0.907988
14	+	77800083	77935012	ENSG00000063761.15	ADCK1	2.87233	0.840548
16	-	1795620	1827194	ENSG00000063854.12	HAGH	20.7332	0.985748
4	+	2462220	2625320	ENSG00000063978.15	RNF4	73.2536	0.935257
2	+	201233443	201287711	ENSG00000064012.21	CASP8	11.6108	0.979426
4	+	41359607	41700044	ENSG00000064042.17	LIMCH1	45.1799	0.936121
12	-	26905181	26938326	ENSG00000064102.14	ASUN	17.1206	0.782873
12	-	26973195	27014434	ENSG00000064115.10	TM7SF3	38.6949	0.97456
17	-	49990005	49995224	ENSG00000064195.7	DLX3	0	1
11	+	124673798	124697518	ENSG00000064199.6	SPA17	6.35028	0.998618
11	+	2301997	2318200	ENSG00000064201.15	TSPAN32	0.170981	1
20	+	44714844	44728509	ENSG00000064205.10	WISP2	19.3235	0.766741
9	+	976964	991731	ENSG00000064218.4	DMRT3	0.016766	1
3	+	98732236	98821201	ENSG00000064225.12	ST3GAL6	0.369845	0.978224
16	+	84368527	84464187	ENSG00000064270.12	ATP2C2	0.0533262	1
17	+	49495293	49515017	ENSG00000064300.8	NGFR	0.0894186	1
11	-	125955796	126063335	ENSG00000064309.14	CDON	103.817	0.829208
8	-	119730775	119832863	ENSG00000064313.11	TAF2	27.2235	0.772865
7	-	139561570	139777778	ENSG00000064393.15	HIPK2	39.7728	0.897329
7	-	128954180	129055173	ENSG00000064419.13	TNPO3	53.2021	0.931473
19	-	19145567	19192158	ENSG00000064489.22	BORCS8-MEF2B	1.17618	0.759279
19	+	19192229	19201869	ENSG00000064490.13	RFXANK	16.0358	0.992378
19	-	19119169	19138513	ENSG00000064545.14	TMEM161A	11.7334	0.907167
19	-	19623668	19628930	ENSG00000064547.13	LPAR2	1.08592	0.859247
20	+	45890144	45898820	ENSG00000064601.16	CTSA	218.74	0.897496
19	-	18990888	19034023	ENSG00000064607.16	SUGP2	54.4164	0.861341
5	+	128083766	128189688	ENSG00000064651.13	SLC12A2	19.5798	0.952328
5	+	122843439	123029354	ENSG00000064652.10	SNX24	9.36296	0.974472
20	+	46894624	47188844	ENSG00000064655.18	EYA2	1.3917	0.905533
19	+	1026581	1039068	ENSG00000064666.14	CNN2	258.102	0.932251
19	+	1040101	1065572	ENSG00000064687.12	ABCA7	0.604521	0.199552
5	+	122311354	122464219	ENSG00000064692.18	SNCAIP	0.785464	0.998756
1	+	111755245	111768016	ENSG00000064703.11	DDX20	23.7057	0.978272
15	-	83016422	83067354	ENSG00000064726.9	BTBD1	87.0174	0.942486
12	+	29149103	29340980	ENSG00000064763.10	FAR2	2.51587	0.978641
20	-	53936777	54070594	ENSG00000064787.13	BCAS1	5.19319	0.93322
3	-	87259404	87276587	ENSG00000064835.10	POU1F1	0.0335319	1
1	+	111200771	111243440	ENSG00000064886.13	CHI3L2	1.34128	1
19	-	1107636	1174283	ENSG00000064932.15	SBNO2	12.6042	0.190593
2	+	189784085	189877629	ENSG00000064933.16	PMS1	16.0631	0.81531
19	+	3572777	3579088	ENSG00000064961.18	HMG20B	36.2796	0.909401
2	-	187343129	187448460	ENSG00000064989.12	CALCRL	0.357674	1
6	-	34877778	34888089	ENSG00000064995.16	TAF11	16.1849	0.788479
6	+	34889265	35091413	ENSG00000064999.13	ANKS1A	10.6886	0.537469
19	-	2100988	2164465	ENSG00000065000.15	AP3D1	45.5201	0.348377
6	+	35258909	35295985	ENSG00000065029.14	ZNF76	8.3089	0.656202
16	+	2025356	2039026	ENSG00000065054.13	SLC9A3R2	37.5382	0.767771
16	-	2039815	2047866	ENSG00000065057.7	NTHL1	4.28605	0.666778
6	+	34792015	34883138	ENSG00000065060.16	UHRF1BP1	15.8937	0.680377
1	+	109548611	109618321	ENSG00000065135.9	GNAI3	102.774	0.912685
13	+	97953658	98024297	ENSG00000065150.18	IPO5	280.407	0.8474
10	-	124397303	124418976	ENSG00000065154.11	OAT	129.669	0.947572
1	+	117929720	117966542	ENSG00000065183.15	WDR3	25.4341	0.779512
1	+	88684222	88836255	ENSG00000065243.19	PKN2	46.5503	0.77054
19	+	984271	998438	ENSG00000065268.10	WDR18	19.0215	0.85346
6	-	52497402	52576915	ENSG00000065308.4	TRAM2	382.755	0.845895
17	+	9021542	9244000	ENSG00000065320.8	NTN1	26.1653	0.449877
17	+	9822206	9892102	ENSG00000065325.12	GLP2R	0	1
10	+	13161554	13211104	ENSG00000065328.16	MCM10	3.03241	0.809168
12	+	55927319	55954027	ENSG00000065357.19	DGKA	12.8863	0.780237
12	+	56079857	56103505	ENSG00000065361.14	ERBB3	0.231034	1
3	-	123968521	123992178	ENSG00000065371.17	ROPN1	0.0279433	1
2	-	196967017	197311173	ENSG00000065413.17	ANKRD44	0.898989	0.970625
16	-	75627474	75648643	ENSG00000065427.14	KARS	74.4582	0.760386
16	-	75596981	75623300	ENSG00000065457.10	ADAT1	5.05829	0.801866
3	+	123067062	123225227	ENSG00000065485.18	PDIA5	38.4727	0.938015
6	+	37257772	37332970	ENSG00000065491.8	TBC1D22B	14.225	0.838543
3	+	120596309	120602500	ENSG00000065518.7	NDUFB4	55.473	0.973715
1	+	15847864	15940460	ENSG00000065526.10	SPEN	56.3124	0.627113
3	-	123610049	123884331	ENSG00000065534.18	MYLK	230.109	0.774337
2	+	186486156	186509363	ENSG00000065548.17	ZC3H15	70.0843	0.960347
17	+	12020824	12143830	ENSG00000065559.14	MAP2K4	32.4711	0.932733
1	-	212363931	212414901	ENSG00000065600.12	TMEM206	5.78816	0.985191
6	-	83552880	83709691	ENSG00000065609.14	SNAP91	0.105016	0.988995
10	+	103967201	104029233	ENSG00000065613.13	SLK	94.4331	0.957584
6	+	83859643	83967424	ENSG00000065615.13	CYB5R4	14.8723	0.841384
10	-	104031286	104086002	ENSG00000065618.17	COL17A1	0.0391206	1
10	+	104268873	104304945	ENSG00000065621.14	GSTO2	1.34276	0.937118
10	+	12129637	12169961	ENSG00000065665.20	SEC61A2	4.02693	0.637421
10	-	6427143	6580301	ENSG00000065675.14	PRKCQ	0.111773	1
19	-	2997638	3047635	ENSG00000065717.14	TLE2	10.4153	0.574366
2	+	238426742	238452250	ENSG00000065802.11	ASB1	34.2511	0.77356
10	-	14518557	14774897	ENSG00000065809.13	FAM107B	13.0106	1
6	-	83210389	83431071	ENSG00000065833.8	ME1	23.802	0.873279
4	+	37891087	38139175	ENSG00000065882.15	TBC1D1	14.5468	0.91372
7	+	39950037	40097134	ENSG00000065883.14	CDK13	45.0971	0.911226
2	+	74198562	74217565	ENSG00000065911.11	MTHFD2	77.0233	0.777152
X	-	46599252	46759172	ENSG00000065923.9	SLC9A7	23.5599	0.980046
12	+	8032703	8055503	ENSG00000065970.8	FOXJ2	47.9853	0.893429
1	+	42682427	42702349	ENSG00000065978.18	YBX1	538.579	0.941214
19	+	10416773	10469631	ENSG00000065989.15	PDE4A	26.134	0.750235
1	+	212285537	212361863	ENSG00000066027.11	PPP2R5A	29.8816	0.897125
2	+	79185231	80648861	ENSG00000066032.18	CTNNA2	0.0683107	1
19	-	7958579	8005659	ENSG00000066044.14	ELAVL1	73.6742	0.974412
1	+	43300993	43323108	ENSG00000066056.13	TIE1	0.0370334	1
12	+	50504985	50748667	ENSG00000066084.12	DIP2B	33.0859	0.728937
12	+	50084972	50100712	ENSG00000066117.14	SMARCD1	38.9437	0.860343
1	+	43650158	43705515	ENSG00000066135.12	KDM4A	31.7083	0.529782
1	+	40691648	40771603	ENSG00000066136.20	NFYC	18.7339	0.909303
1	-	42430329	42456267	ENSG00000066185.12	ZMYND12	0.376253	0.95598
5	-	473310	524332	ENSG00000066230.10	SLC9A3	1.12071	1
2	-	232878686	233013272	ENSG00000066248.14	NGEF	0	1
1	-	197084128	197146694	ENSG00000066279.16	ASPM	7.51742	0.782959
1	-	160541095	160579516	ENSG00000066294.14	CD84	0.0436563	1
1	-	43363397	43368074	ENSG00000066322.13	ELOVL1	37.4294	0.815089
11	-	47354860	47378576	ENSG00000066336.11	SPI1	0.0950068	1
6	+	30058899	30064909	ENSG00000066379.14	ZNRD1	8.65373	0.998185
11	-	30384493	30586872	ENSG00000066382.16	MPPED2	0.022367	1
3	+	137998735	138033655	ENSG00000066405.12	CLDN18	0.567343	1
3	-	101648889	101677495	ENSG00000066422.4	ZBTB11	23.3306	0.833772
14	-	92038652	92106621	ENSG00000066427.21	ATXN3	26.5427	0.925918
14	+	92794231	92839963	ENSG00000066455.12	GOLGA5	71.5199	0.939437
10	-	121478334	121598458	ENSG00000066468.21	FGFR2	17.4231	0.900484
1	-	70144805	70205620	ENSG00000066557.5	LRRC40	18.3259	0.931836
5	+	129094751	129114028	ENSG00000066583.11	ISOC1	5.47632	0.937703
14	+	99737693	99942060	ENSG00000066629.16	EML1	48.4829	0.918165
6	+	125986430	126039276	ENSG00000066651.17	TRMT11	11.3455	0.922096
16	-	20702816	20742084	ENSG00000066654.13	THUMPD1	32.3104	0.903333
9	+	100427156	100451711	ENSG00000066697.14	MSANTD3	50.7989	0.976898
14	+	104138723	104180894	ENSG00000066735.14	KIF26A	8.03519	0.688585
14	-	96279202	96363870	ENSG00000066739.11	ATG2B	27.975	0.548007
8	-	67173511	67343677	ENSG00000066777.8	ARFGEF1	44.6972	0.60251
16	-	20536226	20576427	ENSG00000066813.14	ACSM2B	0	1
8	-	134477788	134713049	ENSG00000066827.15	ZFAT	7.40305	0.903245
8	+	65644734	65771261	ENSG00000066855.15	MTFR1	17.2771	0.923899
7	+	100177563	100221488	ENSG00000066923.17	STAG3	1.07217	1
18	-	57548283	57586772	ENSG00000066926.10	FECH	29.8576	0.938075
15	-	71822289	72118577	ENSG00000066933.15	MYO9A	42.5781	0.819304
10	+	3066333	3137712	ENSG00000067057.16	PFKP	96.3802	0.928038
10	-	1039908	1049170	ENSG00000067064.10	IDI1	46.1719	0.981014
2	+	230415942	230544090	ENSG00000067066.16	SP100	65.0217	0.933114
10	-	3775996	3785281	ENSG00000067082.14	KLF6	121.195	0.917344
5	-	55424854	55535050	ENSG00000067113.16	PLPP1	50.9593	0.986907
15	+	73051710	73305206	ENSG00000067141.16	NEO1	64.9889	0.943766
8	-	70573442	70608387	ENSG00000067167.7	TRAM1	327.069	0.951383
X	-	72578814	72714319	ENSG00000067177.14	PHKA1	5.65047	0.852592
12	-	6328757	6342114	ENSG00000067182.7	TNFRSF1A	181.969	0.889384
17	-	39173456	39197703	ENSG00000067191.15	CACNB1	5.98027	0.735021
1	-	92508696	92792404	ENSG00000067208.14	EVI5	1.71479	0.0571408
15	-	73978923	73994622	ENSG00000067221.13	STOML1	16.3609	0.958992
5	-	55256245	55307722	ENSG00000067248.9	DHX29	38.1165	0.696686
1	-	93866283	93879918	ENSG00000067334.13	DNTTIP2	17.1815	0.952507
16	+	8621683	8649654	ENSG00000067365.14	METTL22	4.22836	0.928486
15	-	43403061	43510728	ENSG00000067369.13	TP53BP1	69.9906	0.778698
X	+	54920462	54931431	ENSG00000067445.20	TRO	4.90164	0.715712
1	+	218285287	218337983	ENSG00000067533.5	RRP15	23.4481	0.997995
3	-	49359145	49412998	ENSG00000067560.10	RHOA	586.336	0.990676
17	+	43483865	43544463	ENSG00000067596.10	DHX8	34.0022	0.658951
1	+	2050470	2185395	ENSG00000067606.16	PRKCZ	1.17815	0.979322
1	+	220094102	220148041	ENSG00000067704.9	IARS2	87.957	0.850445
12	+	78863993	79452008	ENSG00000067715.13	SYT1	0.167246	1
12	+	77324641	78213008	ENSG00000067798.14	NAV3	20.8069	0.788861
X	-	153785766	153794523	ENSG00000067829.18	IDH3G	25.1016	0.83664
16	-	4796968	4802950	ENSG00000067836.12	ROGDI	4.71741	0.803609
X	-	153802166	153830565	ENSG00000067840.12	PDZD4	1.01745	1
X	+	153517676	153582939	ENSG00000067842.17	ATP2B3	0.178837	1
18	-	20946906	21111851	ENSG00000067900.7	ROCK1	25.6048	0.759811
16	+	67029116	67101058	ENSG00000067955.13	CBFB	28.7392	0.954297
X	+	24465221	24539837	ENSG00000067992.12	PDK3	0.944154	0.959896
3	-	50317790	50322906	ENSG00000068001.13	HYAL2	25.3239	0.993055
2	-	239048168	239401654	ENSG00000068024.16	HDAC4	21.3748	0.831238
3	-	50329782	50340980	ENSG00000068028.17	RASSF1	20.542	0.966032
4	+	1793307	1808872	ENSG00000068078.17	FGFR3	1.2369	0.929834
17	+	43006725	43014456	ENSG00000068079.7	IFI35	9.27618	0.730186
17	-	60043194	60078931	ENSG00000068097.14	HEATR6	15.2029	0.770337
17	+	42561467	42566277	ENSG00000068120.14	COASY	37.5461	0.796269
17	-	42667914	42676994	ENSG00000068137.14	PLEKHH3	5.37537	0.390066
15	+	99565417	99716466	ENSG00000068305.17	MEF2A	72.8057	0.892117
X	-	48922028	48958386	ENSG00000068308.13	OTUD5	39.0695	0.65075
X	-	49028726	49043486	ENSG00000068323.16	TFE3	43.6087	0.602094
X	+	48539457	48562609	ENSG00000068354.15	TBC1D25	11.8173	0.818699
X	-	109624244	109733403	ENSG00000068366.19	ACSL4	64.1731	0.931163
10	+	132537820	132783480	ENSG00000068383.18	INPP5A	27.2798	0.947428
X	-	49113389	49123801	ENSG00000068394.10	GPKOW	19.2425	0.845355
X	-	48973720	49002264	ENSG00000068400.13	GRIPAP1	15.6234	0.619398
X	+	48476021	48486364	ENSG00000068438.14	FTSJ1	16.9886	0.62392
17	+	59155499	59204705	ENSG00000068489.12	PRR11	4.30075	0.955135
2	-	86213993	86338083	ENSG00000068615.17	REEP1	0.257078	1
13	+	112690329	112887168	ENSG00000068650.18	ATP11A	39.7653	0.958328
2	-	86020216	86106155	ENSG00000068654.15	POLR1A	27.9063	0.59331
2	-	20032650	20052028	ENSG00000068697.6	LAPTM4A	578.107	0.962511
2	+	46916157	47076137	ENSG00000068724.15	TTC7A	14.7463	0.488053
3	-	48688003	48740353	ENSG00000068745.14	IP6K2	39.2174	0.953857
2	+	48529925	48776517	ENSG00000068781.21	STON1-GTF2A1L	0.460314	0.991673
2	-	45388680	45612165	ENSG00000068784.12	SRBD1	16.5063	0.918604
5	+	62306162	62537249	ENSG00000068796.16	KIF2A	34.7459	0.902748
11	-	64726911	64745456	ENSG00000068831.18	RASGRP2	0.134128	1
2	-	53864067	53970840	ENSG00000068878.14	PSME4	38.7735	0.710759
3	-	160256986	160399880	ENSG00000068885.14	IFT80	43.8006	0.884716
19	-	38878555	38899862	ENSG00000068903.19	SIRT2	39.4256	0.913887
2	+	53787044	53818819	ENSG00000068912.13	ERLEC1	79.2193	0.833041
11	+	64917553	64934473	ENSG00000068971.13	PPP2R5B	12.7687	0.522783
11	-	64746389	64760297	ENSG00000068976.13	PYGM	0.0614752	1
X	-	49687450	49695993	ENSG00000068985.4	PAGE1	0	1
5	-	135027735	135034813	ENSG00000069011.15	PITX1	2.82933	0.837515
5	-	136213320	136365537	ENSG00000069018.17	TRPC7	0	1
5	+	66596361	67169595	ENSG00000069020.18	MAST4	12.0012	0.953062
6	-	46852512	46954943	ENSG00000069122.18	ADGRF5	0.0726525	1
17	-	73334384	73644089	ENSG00000069188.16	SDK2	3.36563	0.6932
8	+	24440930	24526970	ENSG00000069206.15	ADAM7	0	1
1	-	229440260	229508341	ENSG00000069248.11	NUP133	41.2766	0.871742
1	-	205712819	205750276	ENSG00000069275.12	NUCKS1	237.832	0.815975
16	-	46656132	46689518	ENSG00000069329.15	VPS35	41.4728	0.876236
16	-	46955362	46973788	ENSG00000069345.11	DNAJA2	43.8781	0.962921
19	+	44747705	44760044	ENSG00000069399.13	BCL3	16.8953	0.821356
1	+	5991466	6101193	ENSG00000069424.14	KCNAB2	7.92739	0.919301
12	-	21797401	21942529	ENSG00000069431.11	ABCC9	5.93051	0.860593
11	+	68683779	68691175	ENSG00000069482.6	GAL	0.0894184	1
12	+	9664969	9699555	ENSG00000069493.14	CLEC2D	0.0995574	0.0193121
X	-	44523639	44543001	ENSG00000069509.5	FUNDC1	7.50014	0.99631
X	-	43766611	43882447	ENSG00000069535.13	MAOB	0.417583	0.978434
15	-	60488284	61229319	ENSG00000069667.15	RORA	21.85	0.96613
11	+	637293	640706	ENSG00000069696.6	DRD4	0.12295	1
1	-	91680343	91906335	ENSG00000069702.10	TGFBR3	151.519	0.824949
1	+	92167857	92184330	ENSG00000069712.11	KIAA1107	0.137703	0.175016
16	-	14672545	14694669	ENSG00000069764.9	PLA2G10	0	1
1	-	6412418	6424670	ENSG00000069812.11	HES2	0.061649	1
3	+	141876124	141926514	ENSG00000069849.10	ATP1B3	69.2852	0.981216
15	-	55826922	55993746	ENSG00000069869.15	NEDD4	34.8406	0.700686
15	+	55318960	55355648	ENSG00000069943.9	PIGB	3.03119	0.534126
15	+	51952106	52067372	ENSG00000069956.11	MAPK6	66.9962	0.812238
15	-	52115105	52191369	ENSG00000069966.18	GNB5	26.7294	0.97329
15	-	55202966	55319113	ENSG00000069974.15	RAB27A	21.54	0.95899
22	-	17137511	17165287	ENSG00000069998.12	CECR5	13.8376	0.646481
22	-	19449910	19479215	ENSG00000070010.18	UFD1L	36.1094	0.939489
12	-	12116025	12267012	ENSG00000070018.8	LRP6	37.1645	0.891953
12	-	14612632	14696585	ENSG00000070019.4	GUCY2C	0.0447092	1
11	-	626431	627143	ENSG00000070031.3	SCT	0.00558865	1
11	+	576486	612222	ENSG00000070047.11	PHRF1	29.1312	0.635564
9	-	108867517	108934116	ENSG00000070061.14	IKBKAP	29.2859	0.519075
11	+	17208153	17349974	ENSG00000070081.15	NUCB2	121.6	0.936264
3	-	149964904	150050788	ENSG00000070087.13	PFN2	101.506	0.997288
9	-	109375466	109498313	ENSG00000070159.13	PTPN3	0.423141	0.83472
14	-	64746283	64879883	ENSG00000070182.18	SPTB	0	1
4	+	99816833	99870154	ENSG00000070190.12	DAPP1	0.0190819	1
5	-	44303544	44389706	ENSG00000070193.4	FGF10	0.95007	1
9	+	105244622	105439171	ENSG00000070214.15	SLC44A1	120.423	0.916097
14	+	56488354	56650606	ENSG00000070269.13	TMEM260	20.777	0.781153
17	-	2059839	2303771	ENSG00000070366.13	SMG6	36.5182	0.585514
14	-	57200507	57269008	ENSG00000070367.15	EXOC5	38.1701	0.932901
22	-	19179473	19291716	ENSG00000070371.15	CLTCL1	2.25417	0.29034
19	+	639879	644371	ENSG00000070388.11	FGF22	0.0447092	1
19	+	676365	683399	ENSG00000070404.9	FSTL3	23.4049	0.850686
22	-	19036282	19122454	ENSG00000070413.19	DGCR2	76.253	0.910727
19	-	647526	663277	ENSG00000070423.17	RNF126	11.7945	0.735634
17	-	2384060	2401118	ENSG00000070444.14	MNT	28.2057	0.903887
3	-	126437601	126475919	ENSG00000070476.14	ZXDC	8.95546	0.820999
17	-	76712832	76726799	ENSG00000070495.14	JMJD6	19.2826	0.886689
8	+	42338454	42371808	ENSG00000070501.11	POLB	8.46549	0.974781
17	-	76624761	76643838	ENSG00000070526.14	ST6GALNAC1	0	1
17	-	68420948	68457513	ENSG00000070540.12	WIPI1	74.5023	0.957581
9	+	37651000	37746904	ENSG00000070601.9	FRMPD1	0.0336417	1
9	-	35736866	35749228	ENSG00000070610.14	GBA2	13.8194	0.4638
5	+	150485818	150558211	ENSG00000070614.14	NDST1	343.35	0.833791
7	-	97852118	97872542	ENSG00000070669.16	ASNS	97.5031	0.837375
8	+	42152946	42171673	ENSG00000070718.11	AP3M2	27.2603	0.914879
16	-	57882340	57971116	ENSG00000070729.13	CNGB1	0.123359	1
17	-	76565379	76586956	ENSG00000070731.10	ST6GALNAC2	0.27578	0.759177
10	+	49609095	49665104	ENSG00000070748.17	CHAT	0	1
8	-	100685816	100722809	ENSG00000070756.14	PABPC1	1050.43	0.923089
1	-	45343883	45491166	ENSG00000070759.16	TESK2	0.992232	0.610692
16	-	58113588	58129450	ENSG00000070761.7	CFAP20	22.5037	0.939485
16	-	58157907	58197920	ENSG00000070770.8	CSNK2A2	65.9697	0.96589
14	-	88465778	88554733	ENSG00000070778.12	PTPN21	50.8935	0.642083
1	-	44850522	44986722	ENSG00000070785.16	EIF2B3	16.818	0.950382
5	-	150219491	150290291	ENSG00000070808.15	CAMK2A	0.384307	1
5	+	150357639	150400308	ENSG00000070814.17	TCOF1	29.2144	0.566161
1	+	22052627	22092946	ENSG00000070831.15	CDC42	194.517	0.843886
7	-	24796539	24981634	ENSG00000070882.12	OSBPL3	27.4465	0.810199
1	+	22563564	22603594	ENSG00000070886.11	EPHA8	0.0111773	1
16	+	56865207	56915850	ENSG00000070915.9	SLC12A3	0.00558866	1
3	-	8775402	8963773	ENSG00000070950.9	RAD18	9.07445	0.956276
12	-	89588049	89709300	ENSG00000070961.15	ATP2B1	90.1421	0.916741
11	-	2404515	2423045	ENSG00000070985.13	TRPM5	0	1
2	+	105744897	105894274	ENSG00000071051.13	NCK2	38.2784	0.98024
2	+	101696850	101894689	ENSG00000071054.16	MAP4K4	407.113	0.939924
2	-	98619106	98731126	ENSG00000071073.12	MGAT4A	0.0783616	1
2	+	101001715	101024032	ENSG00000071082.10	RPL31	855.72	0.987066
4	-	10074339	10116949	ENSG00000071127.16	WDR1	314.944	0.91562
7	-	17790761	17940501	ENSG00000071189.21	SNX13	26.611	0.859625
11	+	60492778	60507430	ENSG00000071203.9	MS4A12	0	1
4	+	147732063	148072780	ENSG00000071205.11	ARHGAP10	25.9324	0.825955
6	-	166409364	166906451	ENSG00000071242.11	RPS6KA2	154.519	0.963303
7	+	120950749	120977216	ENSG00000071243.15	ING3	8.28283	0.922866
14	+	76762189	76783015	ENSG00000071246.10	VASH1	15.5231	0.738441
3	+	8501707	8574673	ENSG00000071282.11	LMCD1	172.191	0.948935
7	+	73683025	73705161	ENSG00000071462.11	WBSCR22	27.0505	0.940081
14	-	81471549	81533861	ENSG00000071537.13	SEL1L	211.465	0.9526
5	+	892643	919357	ENSG00000071539.13	TRIP13	6.89785	0.880784
X	+	154428632	154436516	ENSG00000071553.16	ATP6AP1	91.9218	0.913443
19	-	1609290	1652605	ENSG00000071564.14	TCF3	57.1419	0.796422
2	+	12716889	12742734	ENSG00000071575.11	TRIB2	59.124	0.988987
19	+	1407569	1435687	ENSG00000071626.16	DAZAP1	46.7313	0.794164
19	-	1573596	1592801	ENSG00000071655.17	MBD3	58.3275	0.95277
2	+	237566574	237567175	ENSG00000071677.1	PRLH	0	1
3	-	149030127	149086554	ENSG00000071794.15	HLTF	36.5003	0.8606
X	+	154444126	154450654	ENSG00000071859.14	FAM50A	54.0765	0.873272
X	-	154506159	154516242	ENSG00000071889.16	FAM3A	18.9852	0.906123
8	-	144393229	144409349	ENSG00000071894.15	CPSF1	10.2282	0.17598
2	+	170178145	170655171	ENSG00000071909.18	MYO3B	0.016766	1
2	+	171522247	171558133	ENSG00000071967.11	CYBRD1	626.236	0.969706
18	-	66501083	66604138	ENSG00000071991.8	CDH19	0.0386029	1
6	-	170575295	170584692	ENSG00000071994.10	PDCD2	32.055	0.906697
12	-	84859488	84913615	ENSG00000072041.16	SLC6A15	1.25889	0.9796
14	-	67676801	67695814	ENSG00000072042.12	RDH11	50.2087	0.995446
19	-	14091688	14118084	ENSG00000072062.13	PRKACA	83.8468	0.962469
19	-	14147743	14206187	ENSG00000072071.16	ADGRL1	6.72797	0.572479
2	+	234050679	234077134	ENSG00000072080.10	SPP2	0	1
14	-	68874143	68979440	ENSG00000072110.13	ACTN1	418.378	0.926766
14	-	67727374	67816590	ENSG00000072121.15	ZFYVE26	20.2827	0.619489
X	-	84058346	84187907	ENSG00000072133.10	RPS6KA6	1.42358	0.986788
17	+	19215615	19336715	ENSG00000072134.15	EPN2	57.5137	0.937944
2	+	130356007	130375409	ENSG00000072135.12	PTPN18	3.96898	0.284612
2	-	127638381	127681786	ENSG00000072163.19	LIMS2	18.5742	0.920049
2	+	219514170	219538772	ENSG00000072182.12	ASIC4	0.0444289	1
2	+	219434846	219498287	ENSG00000072195.14	SPEG	8.7847	0.747141
4	-	53459301	53701405	ENSG00000072201.13	LNX1	7.63147	0.981492
17	+	19648136	19677598	ENSG00000072210.18	ALDH3A2	72.3434	0.971642
3	-	196027183	196082189	ENSG00000072274.12	TFRC	129.53	0.946908
17	-	17810399	17837002	ENSG00000072310.16	SREBF1	34.9921	0.750385
X	-	111774315	112082776	ENSG00000072315.3	TRPC5	0.385617	1
5	-	132875379	132963634	ENSG00000072364.12	AFF4	135.372	0.812202
10	+	58334975	58370753	ENSG00000072401.14	UBE2D1	26.6163	0.981026
14	+	67241109	67335819	ENSG00000072415.8	MPP5	24.8992	0.887272
10	-	60869438	61001440	ENSG00000072422.16	RHOBTB1	33.7841	0.657154
X	-	53374149	53422728	ENSG00000072501.17	SMC1A	44.2387	0.563981
X	-	53431258	53434373	ENSG00000072506.12	HSD17B10	25.1136	0.90028
11	+	63838928	63911019	ENSG00000072518.20	MARK2	17.2816	0.652652
5	+	163460203	163491945	ENSG00000072571.19	HMMR	5.70019	0.812986
12	-	132822187	132956304	ENSG00000072609.17	CHFR	6.76267	0.338635
12	+	72087266	72670757	ENSG00000072657.8	TRHDE	18.9955	0.879333
5	-	132191838	132295315	ENSG00000072682.18	P4HA2	170.3	0.904941
1	+	161663147	161678654	ENSG00000072694.20	FCGR2B	0.0127707	1
16	+	68084751	68229259	ENSG00000072736.18	NFATC3	22.5224	0.693447
3	+	3126916	3150879	ENSG00000072756.16	TRNT1	18.5814	0.896002
17	+	7217125	7225273	ENSG00000072778.19	ACADVL	80.0213	0.962284
5	-	172042073	172188386	ENSG00000072786.12	STK10	29.1848	0.940073
5	-	171861549	172006873	ENSG00000072803.17	FBXW11	69.2225	0.904367
17	+	7336529	7351478	ENSG00000072818.11	ACAP1	0.822377	0.986796
4	-	5748084	5893058	ENSG00000072832.14	CRMP1	16.2146	1
4	+	5711197	5814305	ENSG00000072840.12	EVC	19.1733	0.114323
17	-	5471251	5486811	ENSG00000072849.10	DERL2	27.889	0.859962
3	+	113532296	113629578	ENSG00000072858.10	SIDT1	0.039219	1
16	+	15643267	15726353	ENSG00000072864.13	NDE1	17.1917	0.925315
11	-	10573091	10693988	ENSG00000072952.18	MRVI1	2.2124	0.224751
19	+	16661127	16690029	ENSG00000072954.6	TMEM38A	1.00173	0.911821
19	+	16197578	16245907	ENSG00000072958.8	AP1M1	46.0833	0.851396
19	+	44643798	44663583	ENSG00000073008.14	PVR	28.936	0.878999
19	-	43543040	43580473	ENSG00000073050.11	XRCC1	15.887	0.805457
12	-	124776856	124882668	ENSG00000073060.15	SCARB1	13.6848	0.913375
7	+	983199	989640	ENSG00000073067.13	CYP2W1	0.0558977	1
3	+	127598223	127622436	ENSG00000073111.13	MCM2	12.2086	0.701338
22	+	50089879	50161690	ENSG00000073146.15	MOV10L1	0.425689	0.223336
22	+	50170731	50180294	ENSG00000073150.13	PANX2	0.242625	1
22	+	50200979	50217616	ENSG00000073169.13	SELO	2.86027	0.382537
3	+	189631416	189897279	ENSG00000073282.12	TP63	0.0391442	1
4	+	112285509	112442620	ENSG00000073331.17	ALPK1	5.39124	0.393187
17	+	75525080	75575208	ENSG00000073350.13	LLGL2	0	1
15	+	84980440	85139145	ENSG00000073417.14	PDE8A	20.7218	0.908366
X	+	10156945	10237660	ENSG00000073464.11	CLCN4	1.6809	0.964008
17	-	35128753	35142315	ENSG00000073536.17	NLE1	14.0681	0.856894
5	+	218241	256700	ENSG00000073578.16	SDHA	82.9969	0.981818
17	-	40624962	40648508	ENSG00000073584.18	SMARCE1	77.6605	0.980657
17	+	35121579	35130732	ENSG00000073598.5	FNDC8	0.151751	1
17	-	39904595	39919854	ENSG00000073605.18	GSDMB	1.72969	0.627562
12	-	280129	389454	ENSG00000073614.12	KDM5A	38.7606	0.589852
