chr	strand	start	end	gene_id	gene_symbol	omega	rate
9	-	127815012	127854756	ENSG00000106991.13	ENG	22.3191	0.813872
9	-	127866480	127877743	ENSG00000106992.17	AK1	1.05236	0.358502
9	+	4679559	4708398	ENSG00000106993.11	CDC37L1	22.3244	0.973358
9	-	5299868	5304969	ENSG00000107014.8	RLN2	2.42065	0.989582
9	-	5334969	5339873	ENSG00000107018.7	RLN1	0	1
9	-	5357973	5437878	ENSG00000107020.9	PLGRKT	15.1544	0.598729
9	+	128787204	128810432	ENSG00000107021.15	TBC1D13	30.896	0.852161
9	+	5629025	5776557	ENSG00000107036.11	RIC1	49.4045	0.54351
9	+	6757641	7175648	ENSG00000107077.17	KDM4C	54.0165	0.829985
9	+	214854	465259	ENSG00000107099.15	DOCK8	100.844	0.737076
9	+	470291	746106	ENSG00000107104.18	KANK1	2.21302	0.31635
9	-	23690104	23826337	ENSG00000107105.14	ELAVL2	0	1
9	+	130172578	130237304	ENSG00000107130.9	NCS1	0.848267	1
9	+	35605305	35610041	ENSG00000107140.15	TESK1	23.7753	0.729554
9	+	135702185	135795508	ENSG00000107147.12	KCNT1	0.0714933	1
9	+	35673856	35681159	ENSG00000107159.12	CA9	0.491348	1
9	+	130578965	130638352	ENSG00000107164.15	FUBP3	77.3413	0.816291
9	+	12685439	12710290	ENSG00000107165.12	TYRP1	0	1
9	+	35732335	35737004	ENSG00000107175.11	CREB3	28.7571	0.892886
9	+	35749287	35758575	ENSG00000107185.9	RGP1	30.6728	0.745282
9	-	13105704	13279590	ENSG00000107186.16	MPDZ	0.0498981	1
9	-	136196250	136205109	ENSG00000107187.15	LHX3	0	1
9	-	32455705	32526324	ENSG00000107201.9	DDX58	27.2	0.763765
9	-	136862119	136866286	ENSG00000107223.12	EDF1	185.883	0.981512
9	+	68705414	69009176	ENSG00000107242.17	PIP5K1B	21.8291	0.74965
9	-	3824127	4348392	ENSG00000107249.21	GLIS3	0.951633	1
9	-	33247820	33264761	ENSG00000107262.17	BAG1	47.222	0.972609
9	-	131576770	131740074	ENSG00000107263.18	RAPGEF1	145.047	0.576385
9	-	137039470	137046203	ENSG00000107281.9	NPDC1	0.360578	0.562044
9	-	69427530	69672306	ENSG00000107282.7	APBA1	0	1
9	-	132261356	132354985	ENSG00000107290.13	SETX	94.2975	0.627137
9	+	17579082	17797129	ENSG00000107295.9	SH3GL2	0.0570264	1
9	+	136977505	136985435	ENSG00000107317.11	PTGDS	0	1
9	-	137007227	137028922	ENSG00000107331.16	ABCA2	0.771459	0.234056
9	-	37919134	38069211	ENSG00000107338.9	SHB	13.2087	0.975581
9	+	33817567	33920404	ENSG00000107341.4	UBE2R2	154.154	0.990823
9	-	71862452	71910931	ENSG00000107362.13	ABHD17B	21.8336	0.81522
9	-	37766978	37801437	ENSG00000107371.12	EXOSC3	26.7874	0.980783
9	-	72351425	72365235	ENSG00000107372.12	ZFAND5	85.0671	0.868968
1	-	1335276	1349350	ENSG00000107404.18	DVL1	28.1833	0.725457
10	-	95237572	95291024	ENSG00000107438.8	PDLIM1	287.201	0.984393
10	+	96043394	96060870	ENSG00000107443.15	CCNJ	11.4728	0.892671
10	+	96304396	96338564	ENSG00000107447.7	DNTT	0.271839	0.977828
10	+	8053604	8075198	ENSG00000107485.15	GATA3	10.5457	0.456643
10	+	115093365	115948992	ENSG00000107518.16	ATRNL1	1.11476	0.996083
10	-	98416198	98446947	ENSG00000107521.18	HPS1	12.2454	0.342086
10	-	13277796	13302412	ENSG00000107537.13	PHYH	10.6325	0.991161
10	+	44959407	44995891	ENSG00000107551.20	RASSF4	41.4842	0.802902
10	-	99875577	100009919	ENSG00000107554.16	DNMBP	42.6694	0.660375
10	-	118004916	118046603	ENSG00000107560.10	RAB11FIP2	13.5797	0.891272
10	-	44370165	44386493	ENSG00000107562.16	CXCL12	8.01836	0.99899
10	-	100150094	100188334	ENSG00000107566.13	ERLIN1	36.8572	0.938735
10	-	119033670	119080823	ENSG00000107581.12	EIF3A	449.303	0.780723
10	-	100288154	100330486	ENSG00000107593.16	PKD2L1	0	1
10	-	16823964	17129831	ENSG00000107611.14	CUBN	0.0926906	1
10	-	17142254	17202054	ENSG00000107614.21	TRDMT1	2.60405	0.970422
10	+	68901278	68946847	ENSG00000107625.12	DDX50	73.6225	0.8563
10	+	48306639	48439360	ENSG00000107643.15	MAPK8	48.2204	0.965789
10	+	119892711	119944658	ENSG00000107651.12	SEC23IP	55.9416	0.660704
10	-	121740421	121928801	ENSG00000107669.17	ATE1	37.5125	0.857522
10	-	121957088	121975217	ENSG00000107672.14	NSMCE4A	34.4506	0.886272
10	+	122374696	122442602	ENSG00000107679.14	PLEKHA1	7.52067	0.991982
10	+	70478821	70568449	ENSG00000107719.8	PALD1	13.3444	0.24805
10	+	71212570	71302864	ENSG00000107731.12	UNC5B	0	1
10	+	71396934	71815947	ENSG00000107736.19	CDH23	2.06238	0.684802
10	-	71747559	71773498	ENSG00000107738.19	C10orf54	53.1292	0.908312
10	-	72059035	72089032	ENSG00000107742.12	SPOCK2	0.85173	0.995033
10	-	72367327	72626191	ENSG00000107745.17	MICU1	64.3311	0.99802
10	-	73436428	73496024	ENSG00000107758.15	PPP3CB	35.596	0.445145
10	+	84328586	84518521	ENSG00000107771.15	CCSER2	23.5391	0.993159
10	+	86756650	86932838	ENSG00000107779.12	BMPR1A	13.9783	0.829961
10	+	87504875	87553460	ENSG00000107789.15	MINPP1	21.0093	0.875945
10	-	88935074	88991339	ENSG00000107796.13	ACTA2	41.1498	0.975997
10	-	89213569	89414557	ENSG00000107798.17	LIPA	77.0233	0.851817
10	+	101130505	101137789	ENSG00000107807.12	TLX1	0	1
10	+	100987367	100994401	ENSG00000107815.7	C10orf2	25.9216	0.660216
10	+	100996618	101007836	ENSG00000107816.17	LZTS2	26.9682	0.521328
10	+	101031234	101041244	ENSG00000107819.13	SFXN3	3.07845	0.50179
10	+	101061841	101068131	ENSG00000107821.14	KAZALD1	0.844268	0.765842
10	-	101610664	101695295	ENSG00000107829.13	FBXW4	43.6262	0.889316
10	-	101770130	101780369	ENSG00000107831.12	FGF8	2.64332	0.948907
10	-	101781325	101783413	ENSG00000107833.10	NPM3	31.3031	0.792017
10	+	91798312	91865276	ENSG00000107854.5	TNKS2	44.6044	0.694338
10	-	102230186	102241474	ENSG00000107859.9	PITX3	0	1
10	+	102245532	102382899	ENSG00000107862.4	GBF1	10.6409	0.0871624
10	-	24583609	24723668	ENSG00000107863.17	ARHGAP21	22.5359	0.707365
10	-	92046692	92291087	ENSG00000107864.14	CPEB3	5.6596	0.991929
10	+	102419189	102423136	ENSG00000107872.12	FBXL15	2.62735	0.279289
10	-	102423245	102432661	ENSG00000107874.10	CUEDC2	50.2355	0.779965
10	+	102503987	102633535	ENSG00000107882.11	SUFU	14.1629	0.942982
10	-	26991914	27100498	ENSG00000107890.16	ANKRD26	11.1448	0.397061
10	-	27195214	27242130	ENSG00000107897.18	ACBD5	47.6285	0.891773
10	+	124461834	124617888	ENSG00000107902.13	LHPP	8.72852	0.860506
10	-	806914	931705	ENSG00000107929.14	LARP4B	144.779	0.709801
10	+	988019	1019936	ENSG00000107937.18	GTPBP4	196.535	0.910925
10	+	125719515	125764143	ENSG00000107938.17	EDRF1	12.6839	0.425675
10	+	125823546	125853695	ENSG00000107949.16	BCCIP	124.284	0.955676
10	-	30309801	30374448	ENSG00000107951.13	MTPAP	31.7833	0.920822
10	+	103493979	103592552	ENSG00000107954.10	NEURL1	3.09026	0.989772
10	-	103594027	103855543	ENSG00000107957.16	SH3PXD2A	0	0
10	-	3137728	3172841	ENSG00000107959.15	PITRM1	51.8032	0.655584
10	-	103882542	103918205	ENSG00000107960.10	OBFC1	21.9482	0.948813
10	+	30433937	30461833	ENSG00000107968.9	MAP3K8	77.43	0.91089
10	+	52314296	52318042	ENSG00000107984.9	DKK1	0	1
10	-	129835283	129963841	ENSG00000108001.13	EBF3	0	1
10	+	130136399	130184521	ENSG00000108010.11	GLRX3	100.429	0.934397
10	-	106573663	107164534	ENSG00000108018.15	SORCS1	0.0071283	1
10	+	5684838	5763740	ENSG00000108021.19	FAM208B	11.6496	0.147916
10	-	109864766	109923553	ENSG00000108039.17	XPNPEP1	61.8116	0.827842
10	+	110567691	110604636	ENSG00000108055.9	SMC3	124.558	0.627503
10	+	110919547	111013667	ENSG00000108061.11	SHOC2	109.078	0.969465
10	+	58385022	58399221	ENSG00000108064.10	TFAM	98.0376	0.932477
10	-	59788763	59906656	ENSG00000108091.10	CCDC6	76.6876	0.9854
10	-	35008551	35090642	ENSG00000108094.14	CUL2	49.1042	0.862405
10	+	35247025	35572669	ENSG00000108100.17	CCNY	65.9034	0.990788
19	-	55399745	55407777	ENSG00000108106.13	UBE2S	132.742	0.921615
10	+	79069035	79316528	ENSG00000108175.16	ZMIZ1	67.9819	0.30701
10	-	67796665	67838166	ENSG00000108176.14	DNAJC12	1.17438	0.964026
10	+	79347469	79355337	ENSG00000108179.13	PPIF	187.721	0.969737
10	-	68282660	68333049	ENSG00000108187.15	PBLD	3.01012	0.923286
10	+	80454166	80533123	ENSG00000108219.14	TSPAN14	56.2993	0.862195
10	+	93757809	93806272	ENSG00000108231.12	LGI1	0	1
10	+	94402504	94535930	ENSG00000108239.8	TBC1D12	8.88506	0.973743
10	+	94683621	94736190	ENSG00000108242.12	CYP2C18	0.0570264	1
17	-	40922696	40937634	ENSG00000108244.16	KRT23	0	1
17	+	29246863	29254494	ENSG00000108255.7	CRYBA1	0	1
17	-	29255836	29294118	ENSG00000108256.8	NUFIP2	121.527	0.892919
17	-	29573469	29594054	ENSG00000108262.15	GIT1	26.99	0.661508
17	-	39252644	39402523	ENSG00000108306.11	FBXL20	10.6579	0.859544
17	+	44308413	44318671	ENSG00000108309.12	RUNDC3A	0	1
17	-	44205033	44221626	ENSG00000108312.14	UBTF	63.376	0.459918
17	+	40015361	40017813	ENSG00000108342.12	CSF3	0	1
17	+	39980797	39997960	ENSG00000108344.14	PSMD3	151.94	0.83046
17	+	40140318	40172183	ENSG00000108349.15	CASC3	72.4006	0.499107
17	+	40177010	40195656	ENSG00000108352.11	RAPGEFL1	2.80539	0.560154
17	+	65100812	65227703	ENSG00000108370.16	RGS9	1.48288	0.630301
17	-	58352500	58417595	ENSG00000108375.12	RNF43	16.2614	0.931754
17	-	46762506	46833154	ENSG00000108379.9	WNT3	0.37799	1
17	+	3472374	3503419	ENSG00000108381.10	ASPA	2.15875	1
17	+	58692573	58735611	ENSG00000108384.14	RAD51C	12.1028	0.879686
17	-	58520250	58540818	ENSG00000108387.14	SEPT4	0.456211	1
17	-	58489529	58517905	ENSG00000108389.9	MTMR4	78.2394	0.532669
17	-	58982638	59106921	ENSG00000108395.13	TRIM37	26.4904	0.888159
17	-	3896592	3916500	ENSG00000108405.3	P2RX1	0.457056	0.126635
17	+	59565525	59608345	ENSG00000108406.9	DHX40	25.8729	0.77933
17	-	41420753	41424523	ENSG00000108417.3	KRT37	0	1
17	-	59859482	59892945	ENSG00000108423.14	TUBD1	8.83577	0.985022
17	+	47649476	47685505	ENSG00000108424.9	KPNB1	364.779	0.748762
17	+	46923117	46967019	ENSG00000108433.15	GOSR2	30.7517	0.760231
17	+	47941506	47948288	ENSG00000108439.9	PNPO	24.3158	0.835008
17	+	59893046	59950564	ENSG00000108443.13	RPS6KB1	35.961	0.750164
17	+	18697998	18736118	ENSG00000108448.20	TRIM16L	6.66602	0.91039
17	+	47967810	47981774	ENSG00000108465.14	CDK5RAP3	48.8478	0.75905
17	-	48070052	48101521	ENSG00000108468.14	CBX1	126.672	0.993747
17	-	75626845	75667189	ENSG00000108469.14	RECQL5	28.7117	0.650987
17	+	16217191	16351797	ENSG00000108474.16	PIGL	3.93938	0.525515
17	-	75751594	75765711	ENSG00000108479.11	GALK1	12.5136	0.758591
17	-	61865367	61928016	ENSG00000108506.11	INTS2	10.6025	0.240018
17	-	4967992	4987652	ENSG00000108509.20	CAMTA2	22.1643	0.417097
17	-	61942605	62065282	ENSG00000108510.9	MED13	39.6384	0.548525
17	-	48595751	48604992	ENSG00000108511.9	HOXB6	1.63951	1
17	+	4948092	4957131	ENSG00000108515.17	ENO3	6.06615	0.666011
17	+	4940008	4945222	ENSG00000108523.15	RNF167	87.8317	0.826457
17	-	4937130	4940251	ENSG00000108528.13	SLC25A11	67.9929	0.880038
17	-	17494437	17496395	ENSG00000108551.4	RASD1	1.53037	0.737763
17	-	4897774	4903074	ENSG00000108556.7	CHRNE	0.180719	0.761628
17	+	17681473	17811453	ENSG00000108557.17	RAI1	52.9845	0.993501
17	-	5360963	5420160	ENSG00000108559.11	NUP88	58.7276	0.873778
17	-	5432777	5448830	ENSG00000108561.8	C1QBP	305.933	0.939087
17	-	30194319	30236002	ENSG00000108576.9	SLC6A4	11.0908	0.746818
17	-	30248195	30292056	ENSG00000108578.14	BLMH	82.2701	0.914839
17	+	30378905	30469989	ENSG00000108582.11	CPD	38.6769	0.827178
17	+	30477362	30527592	ENSG00000108587.15	GOSR1	59.6537	0.887481
17	-	63745250	63776351	ENSG00000108588.13	CCDC47	125.415	0.651872
17	-	6643315	6651634	ENSG00000108590.10	MED31	7.26973	1
17	+	18087886	18107971	ENSG00000108591.9	DRG2	33.0187	0.814484
17	-	63819433	63830012	ENSG00000108592.16	FTSJ3	47.4161	0.538317
17	-	19904302	19978343	ENSG00000108599.14	AKAP10	30.4164	0.8914
17	-	19737984	19748943	ENSG00000108602.17	ALDH3A1	0.00419751	1
17	-	63832081	63843065	ENSG00000108604.15	SMARCD2	83.4969	0.737638
17	-	64002594	64020634	ENSG00000108622.10	ICAM2	30.1384	0.927277
17	+	78168558	78173527	ENSG00000108639.7	SYNGR2	479.687	0.892907
17	-	19337554	19378182	ENSG00000108641.14	B9D1	4.39215	0.868613
17	-	31860899	31901765	ENSG00000108651.9	UTP6	16.7879	0.870921
17	-	64499616	64508199	ENSG00000108654.12	DDX5	409.627	0.772441
17	-	32324565	32350023	ENSG00000108666.9	C17orf75	13.4486	0.661225
17	-	78674048	78782297	ENSG00000108669.16	CYTH1	257.849	0.89573
17	+	32444261	32483318	ENSG00000108671.9	PSMD11	129.53	0.961363
17	-	78971238	78980109	ENSG00000108679.12	LGALS3BP	73.7651	0.999454
17	-	33013087	34174964	ENSG00000108684.14	ASIC2	0	1
17	+	34270221	34272242	ENSG00000108688.11	CCL7	0	1
17	+	34255218	34257203	ENSG00000108691.9	CCL2	0.106924	1
17	+	34319036	34321402	ENSG00000108700.4	CCL8	0	1
17	-	34360328	34363231	ENSG00000108702.3	CCL1	0.320773	1
17	-	35574795	35578863	ENSG00000108733.9	PEX12	9.51392	0.877902
17	-	41459811	41467429	ENSG00000108759.3	KRT32	0	1
17	-	42101404	42112733	ENSG00000108771.12	DHX58	13.5255	0.472702
17	-	42113108	42121358	ENSG00000108773.10	KAT2A	8.30539	0.264002
17	-	42124976	42155044	ENSG00000108774.14	RAB5C	108.004	0.983906
17	+	42536172	42544449	ENSG00000108784.9	NAGLU	26.3307	0.778984
17	+	42549214	42555213	ENSG00000108786.10	HSD17B1	2.46491	1
17	+	42567068	42573239	ENSG00000108788.11	MLX	64.1889	0.967491
17	+	42682613	42699814	ENSG00000108797.11	CNTNAP1	7.58622	0.141225
17	+	49210227	49223225	ENSG00000108798.8	ABI3	89.7076	0.890851
17	-	42700275	42745049	ENSG00000108799.12	EZH1	30.0347	0.781273
17	+	49968970	49974959	ENSG00000108813.10	DLX4	0.384928	1
17	-	50133735	50150630	ENSG00000108819.10	PPP1R9B	193.899	0.894091
17	-	50183289	50201632	ENSG00000108821.13	COL1A1	0.712165	0.0866496
17	+	50164214	50175931	ENSG00000108823.15	SGCA	0.116816	0.248601
17	-	42950526	42980528	ENSG00000108825.17	PTGES3L-AARSD1	1.31555	0.579638
17	-	50367857	50373214	ENSG00000108826.15	MRPL27	42.5665	0.990692
17	-	43014605	43025123	ENSG00000108828.15	VAT1	47.7457	0.902131
17	-	50375059	50397553	ENSG00000108829.9	LRRC59	111.064	0.969106
17	+	43025241	43032036	ENSG00000108830.9	RND2	0.285434	1
17	+	6996065	7010736	ENSG00000108839.11	ALOX12	1.76609	1
17	-	44076746	44123702	ENSG00000108840.15	HDAC5	7.02965	0.121858
17	+	50634777	50692252	ENSG00000108846.15	ABCC3	0.0906448	0.766627
17	+	50719544	50756213	ENSG00000108848.15	LUC7L3	199.33	0.864211
17	-	43940804	43942468	ENSG00000108849.7	PPY	0.0570264	1
17	-	43875357	43909711	ENSG00000108852.14	MPP2	0.826881	1
17	-	64542295	64662068	ENSG00000108854.15	SMURF2	1.21609	0.14057
17	-	43766121	43778988	ENSG00000108861.8	DUSP3	59.3502	1
17	+	67044590	67056797	ENSG00000108878.4	CACNG1	0	1
17	-	44849943	44899662	ENSG00000108883.12	EFTUD2	164.273	0.870068
17	+	55265012	55325065	ENSG00000108924.13	HLF	0.220977	1
17	-	68267026	68291267	ENSG00000108932.11	SLC16A6	5.50853	0.800323
17	+	68511780	68551319	ENSG00000108946.14	PRKAR1A	276.272	0.985347
17	+	7705202	7711378	ENSG00000108947.4	EFNB3	0.0427698	1
17	-	68535113	68601389	ENSG00000108950.11	FAM20A	0.0703727	1
17	-	1344272	1400378	ENSG00000108953.16	YWHAE	450.962	0.919171
17	-	55392613	55421992	ENSG00000108960.7	MMD	39.0883	0.854576
17	+	8288497	8290092	ENSG00000108961.13	RANGRF	35.7979	0.950441
17	+	2030110	2043430	ENSG00000108963.17	DPH1	21.1975	0.851613
17	+	69414698	69543331	ENSG00000108984.13	MAP2K6	17.2529	0.936914
17	+	21123364	21193265	ENSG00000109016.17	DHRS7B	5.11445	0.926771
17	+	27294076	27315926	ENSG00000109046.14	WSB1	29.4357	0.921475
17	-	9896320	9905621	ENSG00000109047.7	RCVRN	0.114761	1
17	-	10492307	10518543	ENSG00000109061.9	MYH1	0.0285607	1
17	+	74748613	74769353	ENSG00000109062.10	SLC9A3R1	32.2915	0.94515
17	-	10628526	10657309	ENSG00000109063.14	MYH3	0.827923	0.194313
17	-	74770547	74776367	ENSG00000109065.11	NAT9	14.457	0.593755
17	+	74776483	74839779	ENSG00000109066.13	TMEM104	10.6242	0.803055
17	-	28367276	28373091	ENSG00000109072.13	VTN	0.0556249	0.938901
17	+	28335602	28347009	ENSG00000109079.9	TNFAIP1	41.986	0.976305
17	-	28328325	28335489	ENSG00000109083.13	IFT20	12.2302	0.996177
17	+	28319095	28328685	ENSG00000109084.13	TMEM97	55.5355	0.834546
17	+	74987632	75005800	ENSG00000109089.7	CDR2L	0	1
17	-	15229777	15265326	ENSG00000109099.13	PMP22	0.192464	1
17	+	28506243	28538896	ENSG00000109101.7	FOXN1	0.0784112	1
17	-	28546707	28552668	ENSG00000109103.11	UNC119	86.1121	0.901943
17	-	28573115	28577264	ENSG00000109107.13	ALDOC	297.273	0.731494
17	+	28662091	28702684	ENSG00000109111.14	SUPT6H	77.6772	0.425042
17	-	28714281	28718429	ENSG00000109113.18	RAB34	12.5654	0.832265
17	-	28905250	28951771	ENSG00000109118.13	PHF12	29.4702	0.686926
4	-	41744082	41748970	ENSG00000109132.6	PHOX2B	0	1
4	+	41935120	41960572	ENSG00000109133.12	TMEM33	49.5049	0.970823
4	-	46918900	46994407	ENSG00000109158.10	GABRA4	0.113464	1
4	-	67739328	67754360	ENSG00000109163.6	GNRHR	0.3778	1
4	+	48341322	48426212	ENSG00000109171.14	SLAIN2	58.6465	0.976613
4	+	48805212	48861817	ENSG00000109180.14	OCIAD1	142.449	0.949228
4	+	68815993	68831196	ENSG00000109181.11	UGT2B10	0	1
4	+	48986247	49062081	ENSG00000109182.11	CWH43	0	1
4	+	51843000	51916837	ENSG00000109184.14	DCUN1D4	13.3947	0.511825
4	-	52590972	52659335	ENSG00000109189.12	USP46	33.1212	0.963852
4	-	69810780	69860152	ENSG00000109193.10	SULT1E1	0.0142566	1
4	+	70196496	70204576	ENSG00000109205.16	ODAM	0	1
4	+	70360761	70367158	ENSG00000109208.4	SMR3A	0	1
4	-	54009789	54064690	ENSG00000109220.10	CHIC2	8.45192	0.99023
4	-	55595229	55636698	ENSG00000109255.11	NMU	0	1
4	+	56049073	56328625	ENSG00000109265.13	KIAA1211	1.0336	1
4	-	99878336	99894490	ENSG00000109270.12	LAMTOR3	46.648	0.982345
4	+	73853189	73854155	ENSG00000109272.3	PF4V1	0	1
4	+	102501329	102617302	ENSG00000109320.11	NFKB1	236.925	0.793302
4	+	74445134	74455009	ENSG00000109321.10	AREG	0.0071283	1
4	-	102631488	102760994	ENSG00000109323.8	MANBA	16.2328	0.419174
4	-	102794383	102868896	ENSG00000109332.19	UBE2D3	269.907	0.835123
4	-	86015123	86594131	ENSG00000109339.18	MAPK10	0.0142566	1
4	-	139028112	139177218	ENSG00000109381.19	ELF2	18.6105	0.834292
4	-	139266880	139302551	ENSG00000109390.11	NDUFC1	11.0708	0.961833
4	-	140559434	140568805	ENSG00000109424.3	UCP1	0	1
4	-	140620765	140756120	ENSG00000109436.7	TBC1D9	9.19949	0.614845
4	+	141220887	141234697	ENSG00000109445.10	ZNF330	58.6654	0.808226
4	-	142023160	142847432	ENSG00000109452.12	INPP4B	2.57999	0.730832
4	+	143336762	143474568	ENSG00000109458.8	GAB1	5.50183	1
4	+	165207618	165323156	ENSG00000109466.13	KLHL2	17.5167	0.679576
4	-	122451470	122456725	ENSG00000109471.4	IL2	0	1
4	+	165361194	165498320	ENSG00000109472.13	CPE	0	1
4	+	108620566	108630412	ENSG00000109475.16	RPL34	631.041	0.996627
4	+	6269849	6303265	ENSG00000109501.13	WFS1	2.72276	0.953882
4	+	168092515	168187690	ENSG00000109511.11	ANXA10	0	1
4	-	7058906	7068197	ENSG00000109519.12	GRPEL1	38.7451	0.974379
4	+	109815510	109824740	ENSG00000109534.16	GAR1	27.7511	0.908546
4	+	189940788	189963204	ENSG00000109536.11	FRG1	69.9085	0.930017
4	+	169612633	169723673	ENSG00000109572.13	CLCN3	26.9203	0.631735
4	-	170060222	170091699	ENSG00000109576.13	AADAT	0.034661	1
4	+	173168753	173323967	ENSG00000109586.11	GALNT7	54.7516	0.964259
4	-	24517441	24584550	ENSG00000109606.12	DHX15	227.564	0.903838
4	+	24789912	24800842	ENSG00000109610.5	SOD3	0	1
4	-	25120014	25160442	ENSG00000109618.11	SEPSECS	15.4199	0.891465
4	+	8592660	8619759	ENSG00000109625.18	CPZ	0.268835	0.992468
4	+	153152342	153339320	ENSG00000109654.14	TRIM2	9.48198	0.961542
4	-	9771153	10054936	ENSG00000109667.11	SLC2A9	0.376351	0.990749
4	-	152321259	152536101	ENSG00000109670.13	FBXW7	73.6131	0.952159
4	+	177309836	177362943	ENSG00000109674.3	NEIL3	5.52766	0.84855
4	+	26576437	26755351	ENSG00000109680.10	TBC1D19	2.22883	0.632139
4	-	10486395	10684865	ENSG00000109684.14	CLNK	4.33681	0.433971
4	+	1871424	1982207	ENSG00000109685.17	WHSC1	148.583	0.685362
4	-	151102751	151325632	ENSG00000109686.17	SH3D19	0.161223	1
4	+	26857678	27025381	ENSG00000109689.14	STIM2	16.9343	0.645429
4	-	13540830	13545050	ENSG00000109705.7	NKX3-2	0.0213849	1
4	-	2930561	2934859	ENSG00000109736.14	MFSD10	30.1503	0.377289
4	+	157076057	157172090	ENSG00000109738.10	GLRB	0.0285132	1
4	+	15702950	15738313	ENSG00000109743.10	BST1	0.310086	1
4	+	159104178	159360169	ENSG00000109756.8	RAPGEF2	44.0956	0.655644
4	+	3441887	3449495	ENSG00000109758.8	HGFAC	0	1
4	+	185204237	185370185	ENSG00000109762.15	SNX25	108.882	0.811977
4	-	185363879	185395899	ENSG00000109771.15	LRP2BP	4.25576	0.8541
4	-	185399540	185425985	ENSG00000109775.10	UFSP2	31.1338	0.879763
4	+	38664196	38701042	ENSG00000109787.12	KLF3	30.1016	0.830557
4	+	39045039	39126857	ENSG00000109790.16	KLHL5	22.2032	0.898787
4	+	186104419	186172667	ENSG00000109794.13	FAM149A	0.516522	0.546052
4	+	17810902	17844862	ENSG00000109805.9	NCAPG	30.8226	0.618668
4	-	39498755	39528311	ENSG00000109814.11	UGDH	39.4001	0.730472
4	-	23755041	23904089	ENSG00000109819.8	PPARGC1A	0.164042	1
11	+	125903348	125943702	ENSG00000109832.13	DDX25	0.0784333	1
11	-	111908565	111923722	ENSG00000109846.7	CRYAB	1.4613	1
11	-	20156155	20160613	ENSG00000109851.6	DBX1	0	1
11	+	20363685	20383783	ENSG00000109854.13	HTATIP2	83.1602	0.981761
11	-	88293592	88337787	ENSG00000109861.15	CTSC	79.513	0.985898
11	-	27330827	27363868	ENSG00000109881.16	CCDC34	31.945	0.976786
11	+	114059593	114250676	ENSG00000109906.13	ZBTB16	0	1
11	+	31509750	31783998	ENSG00000109911.17	ELP4	18.0454	0.933313
11	-	116773799	116788050	ENSG00000109917.10	ZPR1	71.7943	0.892088
11	-	47617315	47642623	ENSG00000109919.9	MTCH2	67.9124	0.919979
11	-	47716517	47767443	ENSG00000109920.12	FNBP4	31.5915	0.304299
11	+	121101173	121191493	ENSG00000109927.9	TECTA	0	0
11	+	121292453	121308694	ENSG00000109929.9	SC5D	87.5897	0.979794
11	+	122838500	122872639	ENSG00000109943.8	CRTAM	0.280118	1
11	+	122882528	122959798	ENSG00000109944.10	C11orf63	3.74588	0.914041
11	-	134378504	134411918	ENSG00000109956.12	B3GAT1	0.149695	1
11	+	57338374	57370600	ENSG00000109991.8	P2RX3	0	1
11	+	124115362	124147721	ENSG00000110002.15	VWA5A	2.11414	0.752752
11	+	64230278	64234286	ENSG00000110011.13	DNAJC4	23.234	0.857745
11	-	124633113	124695707	ENSG00000110013.12	SIAE	11.9077	0.902793
11	+	65027408	65040572	ENSG00000110025.12	SNX15	15.328	0.9395
11	-	58526871	58578220	ENSG00000110031.12	LPXN	129.452	0.909678
11	+	59171430	59208587	ENSG00000110042.7	DTX4	106.816	0.776768
11	-	64894546	64917248	ENSG00000110046.12	ATG2A	0.124324	0.0049675
11	-	64851642	64888296	ENSG00000110047.17	EHD1	298.671	0.998897
11	-	59574398	59616144	ENSG00000110048.11	OSBP	82.8686	0.861497
11	-	67991104	68004982	ENSG00000110057.7	UNC93B1	54.3286	0.848104
11	-	125893485	125903221	ENSG00000110060.8	PUS3	20.2299	0.895248
11	+	126303752	126345749	ENSG00000110063.8	DCPS	63.9105	0.95255
11	-	68154863	68213828	ENSG00000110066.14	KMT5B	32.4462	0.83801
11	+	126269055	126278131	ENSG00000110074.10	FOXRED1	21.6479	0.58621
11	+	68460731	68615334	ENSG00000110075.14	PPP6R3	116.988	0.819372
11	-	64606174	64723188	ENSG00000110076.18	NRXN2	0.620161	1
11	-	60172014	60184666	ENSG00000110077.14	MS4A6A	0.0785554	1
11	+	60280541	60308972	ENSG00000110079.16	MS4A4A	0	1
11	+	126355640	126440344	ENSG00000110080.18	ST3GAL4	9.40533	0.839839
11	-	68754620	68844410	ENSG00000110090.12	CPT1A	46.5671	0.839115
11	+	69641087	69654474	ENSG00000110092.3	CCND1	61.3024	0.971097
11	+	60842071	60851081	ENSG00000110104.11	CCDC86	51.7341	0.962955
11	-	60890730	60906588	ENSG00000110107.8	PRPF19	148.923	0.843093
11	+	60913874	60923443	ENSG00000110108.9	TMEM109	77.5691	0.97438
11	+	6259736	6272127	ENSG00000110148.9	CCKBR	0.0641547	1
11	-	6431049	6442617	ENSG00000110169.10	HPX	0	1
11	-	6448613	6474459	ENSG00000110171.18	TRIM3	2.7485	0.953813
11	-	90201160	90223364	ENSG00000110172.11	CHORDC1	72.946	0.794909
11	+	72189558	72196301	ENSG00000110195.11	FOLR1	0	1
11	-	72106378	72112780	ENSG00000110200.8	ANAPC15	34.2164	0.970041
