chr	strand	start	end	gene_id	gene_symbol	omega
1	+	203765176	203776233	ENSG00000122188.12	LAX1	1.9242
6	+	160702238	160753315	ENSG00000122194.18	PLG	0
5	-	176346061	176361968	ENSG00000122203.14	KIAA1191	61.8778
1	-	160289273	160343400	ENSG00000122218.14	COPA	132.51
1	-	160830160	160862855	ENSG00000122223.12	CD244	0.483612
1	+	160796074	160828261	ENSG00000122224.17	LY9	21.8924
16	+	22814177	22916338	ENSG00000122254.6	HS3ST2	0
16	+	24537693	24572863	ENSG00000122257.18	RBBP6	103.529
16	-	11750586	11797267	ENSG00000122299.11	ZC3H7A	102.499
16	-	11275639	11276480	ENSG00000122304.10	PRM2	0
6	-	158109515	158168270	ENSG00000122335.13	SERAC1	0.642948
10	-	80150889	80205572	ENSG00000122359.17	ANXA11	185.877
10	+	86668449	86736068	ENSG00000122367.19	LDB3	0.13074
10	+	86654557	86666848	ENSG00000122375.11	OPN4	0
10	+	87094161	87191468	ENSG00000122376.11	FAM35A	24.9832
10	+	80407829	80437115	ENSG00000122378.13	FAM213A	29.2544
16	+	3112560	3120517	ENSG00000122386.10	ZNF205	2.93279
16	+	3443611	3486963	ENSG00000122390.17	NAA60	32.2585
1	+	92832025	92841924	ENSG00000122406.12	RPL5	1366.07
1	-	86346824	86396342	ENSG00000122417.15	ODF2L	4.9962
1	+	78303884	78539749	ENSG00000122420.9	PTGFR	0
1	+	100133150	100150497	ENSG00000122435.9	TRMT13	5.73221
1	-	100148449	100178273	ENSG00000122477.12	LRRC39	0.734314
1	+	95234155	95247225	ENSG00000122481.16	RWDD3	1.19322
1	-	90915298	91022272	ENSG00000122482.20	ZNF644	21.8761
1	+	93179919	93278730	ENSG00000122483.17	CCDC18	1.4076
1	+	92298965	92402056	ENSG00000122484.8	RPAP2	17.0535
18	-	79902420	79951664	ENSG00000122490.18	PQLC1	9.17376
7	+	33129244	33606068	ENSG00000122507.20	BBS9	3.80897
7	-	5973239	6009125	ENSG00000122512.14	PMS2	15.8846
7	+	44748581	44769881	ENSG00000122515.14	ZMIZ2	19.6315
7	+	5879827	5886362	ENSG00000122543.10	OCM	0
7	+	35800932	35907105	ENSG00000122545.18	SEPT7	180.247
7	+	36153149	36301543	ENSG00000122547.10	EEPD1	2.27524
7	+	23105758	23177914	ENSG00000122550.17	KLHL7	7.90207
7	-	35632659	35695571	ENSG00000122557.9	HERPUD2	33.3077
7	+	26201162	26213356	ENSG00000122565.18	CBX3	293.734
7	-	26189927	26201529	ENSG00000122566.20	HNRNPA2B1	1078.62
7	+	29806486	29917066	ENSG00000122574.10	WIPF3	0.0493021
7	+	8433955	8752963	ENSG00000122584.12	NXPH1	0
7	+	24284163	24291865	ENSG00000122585.7	NPY	0
7	-	22889371	23014130	ENSG00000122591.11	FAM126A	17.9321
7	-	27153716	27157936	ENSG00000122592.7	HOXA7	0
7	-	41667168	41705834	ENSG00000122641.10	INHBA	0.0346388
7	+	32957404	33006931	ENSG00000122642.10	FKBP9	8.93467
7	-	33014114	33062797	ENSG00000122643.18	NT5C3A	55.8051
7	+	12686856	12690934	ENSG00000122644.12	ARL4A	0.694844
7	+	5898725	5926550	ENSG00000122674.11	CCZ1	17.0518
7	-	44072247	44082540	ENSG00000122678.15	POLM	3.4996
7	+	45157791	45186302	ENSG00000122679.8	RAMP3	0
7	-	2234231	2242198	ENSG00000122687.17	MRM2	29.3018
7	-	19020991	19117672	ENSG00000122691.12	TWIST1	0
9	-	33041764	33076659	ENSG00000122692.8	SMU1	100.048
9	+	36136536	36163913	ENSG00000122694.15	GLIPR2	0.983711
9	-	37879400	37904353	ENSG00000122696.13	SLC25A51	2.11832
9	+	36190856	36304781	ENSG00000122705.16	CLTA	131.105
9	+	36036433	36124451	ENSG00000122707.11	RECK	0
9	+	33218365	33248567	ENSG00000122711.8	SPINK4	0
9	-	32629454	32635669	ENSG00000122728.6	TAF1L	0
9	+	32384603	32454769	ENSG00000122729.18	ACO1	6.85177
9	+	34957608	34982544	ENSG00000122733.12	PHF24	0.00763819
9	+	34457414	34520989	ENSG00000122735.15	DNAI1	0
9	+	37800502	37867666	ENSG00000122741.15	DCAF10	19.8783
9	-	34551432	34590140	ENSG00000122756.14	CNTFR	0
7	-	138831381	138981318	ENSG00000122778.9	KIAA1549	1.17549
7	+	138460334	138589993	ENSG00000122779.17	TRIM24	20.0346
7	-	135092363	135170795	ENSG00000122783.16	C7orf49	44.5334
7	+	134744252	134970728	ENSG00000122786.19	CALD1	1.18024
7	+	138002324	138117986	ENSG00000122787.14	AKR1D1	0
X	+	51332231	51337525	ENSG00000122824.10	NUDT10	0
10	+	79610939	79615455	ENSG00000122852.14	SFTPA1	0
10	-	69571698	69573238	ENSG00000122859.4	NEUROG3	0.0137645
10	+	73909177	73917497	ENSG00000122861.15	PLAU	1.0034
10	+	69088106	69104811	ENSG00000122862.4	SRGN	886.917
10	+	71964365	72013564	ENSG00000122863.5	CHST3	0.0426087
10	+	58513140	58831437	ENSG00000122870.11	BICC1	0.0951067
10	+	58269058	58289586	ENSG00000122873.11	CISD1	7.6519
10	-	62811996	62919900	ENSG00000122877.14	EGR2	26.1968
10	-	73130155	73169055	ENSG00000122882.10	ECD	40.6384
10	-	73007217	73096974	ENSG00000122884.12	P4HA1	50.3608
10	-	68477999	68527474	ENSG00000122912.14	SLC25A16	5.52146
10	-	56357228	56361275	ENSG00000122952.16	ZWINT	39.267
10	+	69123512	69172861	ENSG00000122958.14	VPS26A	85.0062
12	-	113816738	113966371	ENSG00000122965.10	RBM19	60.9583
12	-	119685790	119877291	ENSG00000122966.14	CIT	2.54641
12	+	110124335	110218797	ENSG00000122970.15	IFT81	10.2988
12	+	120725735	120740008	ENSG00000122971.8	ACADS	9.65115
12	-	110627841	110704950	ENSG00000122986.13	HVCN1	114.51
12	-	113157174	113185479	ENSG00000123064.12	DDX54	75.6325
12	-	115953872	116277338	ENSG00000123066.7	MED13L	6.96545
1	+	50960745	50974633	ENSG00000123080.10	CDKN2C	4.41485
1	+	51236271	51273455	ENSG00000123091.4	RNF11	38.9299
12	+	25959029	26079892	ENSG00000123094.15	RASSF8	0.237492
12	-	26120026	26125127	ENSG00000123095.5	BHLHE41	0.344131
12	+	26121991	26299290	ENSG00000123096.11	SSPN	0.322429
12	-	26336515	26833198	ENSG00000123104.11	ITPR2	38.8997
12	+	28133249	28581511	ENSG00000123106.10	CCDC91	16.4426
8	+	90791550	90959408	ENSG00000123119.11	NECAB1	1.43031
8	+	86342738	86478420	ENSG00000123124.13	WWP1	24.6026
X	-	23702253	23766475	ENSG00000123130.16	ACOT9	27.3923
X	+	23664262	23686399	ENSG00000123131.12	PRDX4	43.3033
19	-	14408819	14419383	ENSG00000123136.14	DDX39A	64.6492
19	+	14433053	14471867	ENSG00000123143.12	PKN1	116.491
19	-	12730640	12734775	ENSG00000123144.10	C19orf43	116.628
19	+	14380501	14408725	ENSG00000123146.19	ADGRE5	53.4131
19	+	12666800	12675832	ENSG00000123154.11	WDR83	4.67372
19	-	14477760	14496149	ENSG00000123159.15	GIPC1	8.90358
X	-	128050962	128052398	ENSG00000123165.8	ACTRT1	0
13	+	51861981	51866232	ENSG00000123171.6	CCDC70	0
13	-	49912706	49936490	ENSG00000123178.14	SPRYD7	17.7826
13	-	49660723	49691475	ENSG00000123179.13	EBPL	12.0767
13	-	51930436	52012125	ENSG00000123191.14	ATP7B	0.123205
13	-	45954465	46052759	ENSG00000123200.16	ZC3H13	85.9441
5	+	65722196	65871725	ENSG00000123213.22	NLN	24.0592
5	-	65517766	65563171	ENSG00000123219.12	CENPK	22.9145
10	+	13099449	13138308	ENSG00000123240.16	OPTN	82.6163
10	-	7559270	7666998	ENSG00000123243.14	ITIH5	0.0147227
12	+	50763710	50821122	ENSG00000123268.8	ATF1	31.5336
12	+	57782589	57808071	ENSG00000123297.17	TSFM	29.1769
12	+	55019945	55030014	ENSG00000123307.3	NEUROD4	0
12	-	57472255	57488814	ENSG00000123329.17	ARHGAP9	23.4129
12	+	54497711	54548238	ENSG00000123338.12	NCKAP1L	118.229
12	-	55835433	55842966	ENSG00000123342.15	MMP19	0
12	+	53295291	53299450	ENSG00000123349.13	PFDN5	155.038
12	+	49366584	49527424	ENSG00000123352.17	SPATS2	30.0247
12	+	55817919	55821879	ENSG00000123353.9	ORMDL2	14.1603
12	+	52022832	52059507	ENSG00000123358.19	NR4A1	6.01712
12	+	54549350	54579239	ENSG00000123360.11	PDE1B	0.269982
12	+	53938765	53946544	ENSG00000123364.4	HOXC13	0
12	+	55966769	55972784	ENSG00000123374.10	CDK2	61.5359
12	+	57128493	57213351	ENSG00000123384.13	LRP1	0.8535
12	+	53973126	53977643	ENSG00000123388.4	HOXC11	0
12	+	52069246	52077494	ENSG00000123395.14	ATG101	27.5939
12	-	54292111	54301121	ENSG00000123405.13	NFE2	0
12	+	53954834	53958956	ENSG00000123407.3	HOXC12	0
12	+	56007659	56038435	ENSG00000123411.14	IKZF4	2.40582
12	-	54121277	54189008	ENSG00000123415.15	SMUG1	16.7161
12	-	49127782	49131397	ENSG00000123416.15	TUBA1B	1133.09
12	+	57771492	57782541	ENSG00000123427.16	METTL21B	1.85402
11	-	47572197	47579015	ENSG00000123444.13	KBTBD4	19.8973
9	-	133663560	133739955	ENSG00000123453.17	SARDH	0.397502
9	+	133636360	133659344	ENSG00000123454.10	DBH	0
1	-	46632737	46673867	ENSG00000123472.12	ATPAF1	56.4904
1	-	47250139	47314147	ENSG00000123473.15	STIL	15.3036
2	-	233833416	233854566	ENSG00000123485.11	HJURP	31.4748
X	-	115003975	115019977	ENSG00000123496.7	IL13RA2	0
6	-	116118923	116158747	ENSG00000123500.9	COL10A1	0.107071
6	+	110874770	110895713	ENSG00000123505.15	AMD1	99.0177
6	-	96889313	96897881	ENSG00000123545.5	NDUFAF4	12.4257
6	-	99432379	99521728	ENSG00000123552.17	USP45	8.70884
X	+	103773718	103792619	ENSG00000123560.13	PLP1	0
X	-	106032442	106038738	ENSG00000123561.14	SERPINA7	0
X	-	103675496	103688158	ENSG00000123562.16	MORF4L2	145.83
X	-	104011147	104013687	ENSG00000123569.8	H2BFWT	0
X	-	103822322	103832228	ENSG00000123570.3	RAB9B	0
X	+	105822543	105958610	ENSG00000123572.16	NRK	0
X	+	104166620	104195902	ENSG00000123575.8	FAM199X	14.7207
X	-	104250038	104254933	ENSG00000123576.5	ESX1	0
X	+	149781930	149787737	ENSG00000123584.7	MAGEA9	0
X	-	13318236	13320399	ENSG00000123594.5	ATXN3L	0
X	+	13689125	13710506	ENSG00000123595.7	RAB9A	41.4723
2	-	171317405	171434802	ENSG00000123600.18	METTL8	22.2938
2	-	165857475	165953843	ENSG00000123607.14	TTC21B	12.861
2	-	151270465	151290057	ENSG00000123609.10	NMI	66.6155
2	+	151357592	151380048	ENSG00000123610.4	TNFAIP6	0.25036
2	-	157526767	157629005	ENSG00000123612.15	ACVR1C	0
2	-	159318979	159616692	ENSG00000123636.17	BAZ2B	11.3907
5	+	151437046	151492381	ENSG00000123643.12	SLC36A1	0.172799
1	-	211743457	211830772	ENSG00000123684.12	LPGAT1	12.9754
1	-	212686418	212699985	ENSG00000123685.8	BATF3	4.772
1	+	209675420	209676388	ENSG00000123689.5	G0S2	0.144053
17	+	70168673	70180048	ENSG00000123700.4	KCNJ2	0.247957
X	-	132203024	132219480	ENSG00000123728.9	RAP2C	49.3283
4	+	121801317	121817021	ENSG00000123737.12	EXOSC9	48.9398
4	-	109709989	109730077	ENSG00000123739.10	PLA2G12A	15.624
19	-	41354421	41364173	ENSG00000123810.7	B9D2	3.01342
19	-	40691529	40718207	ENSG00000123815.11	ADCK4	12.7366
1	+	207034366	207081024	ENSG00000123836.14	PFKFB2	2.18734
1	+	207104262	207144972	ENSG00000123838.10	C4BPA	0
1	+	207088842	207099993	ENSG00000123843.12	C4BPB	0
11	-	88113242	88175467	ENSG00000123892.11	RAB38	2.98094
11	-	94377311	94401419	ENSG00000123901.8	GPR83	0.19341
8	-	140520156	140635619	ENSG00000123908.11	AGO2	54.0816
4	-	2247432	2262294	ENSG00000123933.15	MXD4	10.7436
9	+	89311198	89316703	ENSG00000123975.4	CKS2	106.354
2	+	227871054	227924344	ENSG00000123977.9	DAW1	0.182461
2	+	222860934	222944639	ENSG00000123983.13	ACSL3	57.5836
2	-	219538947	219543787	ENSG00000123989.13	CHPF	5.30471
2	-	219373546	219400022	ENSG00000123992.18	DNPEP	27.213
2	+	219569162	219575713	ENSG00000123999.4	INHA	0
2	+	222671786	222709930	ENSG00000124003.12	MOGAT1	0
2	-	219550729	219571859	ENSG00000124006.14	OBSL1	0.0152764
2	-	224378698	224402085	ENSG00000124019.9	FAM124B	0.038577
16	-	67943474	67969601	ENSG00000124067.16	SLC12A4	6.05696
16	-	67662945	67667265	ENSG00000124074.11	ENKD1	4.24393
20	+	56248732	56249815	ENSG00000124089.4	MC3R	0
20	-	56491492	56525925	ENSG00000124091.9	GCNT7	0.0603291
20	-	57495966	57525652	ENSG00000124092.12	CTCFL	0.226616
20	+	56358915	56368663	ENSG00000124098.9	FAM210B	0
20	+	45174876	45176544	ENSG00000124102.4	PI3	0
20	+	56517187	56526142	ENSG00000124103.8	FAM209A	0
20	+	45833810	45843275	ENSG00000124104.18	SNX21	0.0635189
20	-	45252239	45254564	ENSG00000124107.5	SLPI	0
20	-	45747944	45791932	ENSG00000124116.18	WFDC3	0
20	+	44475886	44494603	ENSG00000124120.10	TTPAL	16.2343
20	-	48624252	48827883	ENSG00000124126.13	PREX1	158.773
20	-	45092310	45101112	ENSG00000124134.8	KCNS1	0
20	+	46021690	46060152	ENSG00000124140.13	SLC12A5	0.137645
20	+	38601934	38651035	ENSG00000124143.10	ARHGAP40	0
20	-	45325288	45348424	ENSG00000124145.6	SDC4	2.66394
20	+	47501902	47656877	ENSG00000124151.18	NCOA3	78.7316
20	+	45416077	45426244	ENSG00000124155.16	PIGT	30.1146
20	+	45221300	45224458	ENSG00000124157.6	SEMG2	0
20	-	45293445	45308529	ENSG00000124159.15	MATN4	0
20	-	46060985	46089952	ENSG00000124160.11	NCOA5	24.6288
20	+	58389122	58451101	ENSG00000124164.15	VAPB	20.5899
20	+	50731544	50756795	ENSG00000124171.8	PARD6B	0
20	-	59025467	59032382	ENSG00000124172.9	ATP5E	235.378
20	-	41402101	41618494	ENSG00000124177.14	CHD6	34.4291
20	+	41136960	41196801	ENSG00000124181.14	PLCG1	17.6013
20	+	43914864	44069616	ENSG00000124191.17	TOX2	13.0432
20	+	43457928	43464247	ENSG00000124193.14	SRSF6	82.0256
20	+	44247099	44280917	ENSG00000124194.16	GDAP1L1	0
20	-	43726164	43726998	ENSG00000124196.5	GTSF1L	0.0377057
20	+	48921890	49036693	ENSG00000124198.8	ARFGEF2	37.8641
20	-	49237946	49278426	ENSG00000124201.14	ZNFX1	108.336
20	+	59123381	59259113	ENSG00000124203.6	ZNF831	0.0812558
20	+	59300427	59325992	ENSG00000124205.15	EDN3	0
20	+	49046246	49096960	ENSG00000124207.16	CSE1L	91.8518
20	-	50081124	50153637	ENSG00000124208.16	TMEM189-UBE2V1	0.200111
20	+	58309696	58367507	ENSG00000124209.3	RAB22A	30.4386
20	-	49503874	49568146	ENSG00000124212.5	PTGIS	0.00748385
20	-	49113339	49188367	ENSG00000124214.19	STAU1	125.544
20	+	59958427	60034011	ENSG00000124215.16	CDH26	0.0685607
20	+	49982999	49988886	ENSG00000124216.3	SNAI1	0.786904
20	+	50958826	50963931	ENSG00000124217.4	MOCS3	11.9232
20	+	58651253	58679526	ENSG00000124222.22	STX16	155.101
20	-	57648392	57711536	ENSG00000124225.15	PMEPA1	0.159301
20	+	49936336	49953892	ENSG00000124226.10	RNF114	79.1879
20	-	58218495	58228653	ENSG00000124227.5	ANKRD60	0
20	+	49219295	49244077	ENSG00000124228.14	DDX27	98.0906
20	+	45306851	45317824	ENSG00000124232.10	RBPJL	0
20	+	45206997	45209772	ENSG00000124233.11	SEMG1	0
20	+	58150904	58161150	ENSG00000124237.5	C20orf85	0
20	+	50794894	50882676	ENSG00000124243.17	BCAS4	35.2166
20	+	44745780	44752313	ENSG00000124249.6	KCNK15	0
20	-	45372563	45407889	ENSG00000124251.10	TP53TG5	0
20	+	57561080	57568112	ENSG00000124253.10	PCK1	0
20	-	57603846	57620576	ENSG00000124256.14	ZBP1	2.56463
20	-	45888625	45891287	ENSG00000124257.6	NEURL2	1.05558
X	-	152133310	152138578	ENSG00000124260.11	MAGEA10	0.0658459
5	+	7851186	7906025	ENSG00000124275.14	MTRR	15.1339
5	-	7859159	7869037	ENSG00000124279.11	FASTKD3	2.45135
19	-	33386950	33521794	ENSG00000124299.13	PEPD	20.1329
19	+	33621955	33773509	ENSG00000124302.12	CHST8	0
X	-	53232876	53321324	ENSG00000124313.12	IQSEC2	0
X	+	155881293	155943769	ENSG00000124333.15	VAMP7	21.114
X	+	155997581	156010817	ENSG00000124334.17	IL9R	0.635752
X	+	2752050	2815927	ENSG00000124343.12	XG	0
2	+	73828916	73873659	ENSG00000124356.15	STAMBP	25.1134
2	+	71064344	71079805	ENSG00000124357.12	NAGK	41.5084
2	-	71109684	71130239	ENSG00000124370.10	MCEE	3.51167
2	-	71182739	71227083	ENSG00000124374.8	PAIP2B	2.79433
2	+	69893560	69905575	ENSG00000124380.10	SNRNP27	6.87891
2	+	71130314	71150101	ENSG00000124383.8	MPHOSPH10	58.6737
16	+	88638591	88640473	ENSG00000124391.4	IL17C	0
4	-	42408373	42657105	ENSG00000124406.16	ATP8A1	41.7352
17	-	20999593	21043760	ENSG00000124422.11	USP22	173.444
X	-	85277396	85379743	ENSG00000124429.17	POF1B	0.449107
19	+	46297046	46343433	ENSG00000124440.15	HIF3A	0.107708
19	+	43596392	43601157	ENSG00000124444.15	ZNF576	11.2548
19	+	43716010	43720021	ENSG00000124449.6	IRGC	0
19	-	43912629	43935278	ENSG00000124459.11	ZNF45	4.52591
19	-	43460787	43465660	ENSG00000124466.8	LYPD3	0
19	-	42752686	42855691	ENSG00000124467.18	PSG8	0
19	-	42580241	42595055	ENSG00000124469.11	CEACAM8	0.0071886
X	-	43948776	43973504	ENSG00000124479.8	NDP	0
X	+	41085635	41236579	ENSG00000124486.12	USP9X	72.4637
6	-	49692358	49713590	ENSG00000124490.13	CRISP2	0
6	-	6144085	6321013	ENSG00000124491.15	F13A1	2.98871
6	-	34018645	34155622	ENSG00000124493.13	GRM4	0
6	-	42224931	42452051	ENSG00000124496.12	TRERF1	0.859295
6	+	34466061	34535231	ENSG00000124507.10	PACSIN1	0
6	+	26383096	26394874	ENSG00000124508.16	BTN2A2	32.047
6	+	13574529	13615158	ENSG00000124523.15	SIRT5	7.03399
6	+	24402908	24426194	ENSG00000124532.14	MRS2	37.9464
6	+	2765414	2786952	ENSG00000124535.15	WRNIP1	25.8245
6	+	43021645	43034156	ENSG00000124541.6	RRP36	20.1176
6	+	26501221	26510422	ENSG00000124557.12	BTN1A1	0.0623351
6	+	34757406	34773794	ENSG00000124562.9	SNRPC	99.8174
6	-	25833066	25882286	ENSG00000124564.17	SLC17A3	0
6	-	25782897	25832059	ENSG00000124568.10	SLC17A1	0
6	-	2948159	2972165	ENSG00000124570.17	SERPINB6	0.492543
6	-	43522330	43576075	ENSG00000124571.17	XPO5	58.435
6	+	43427366	43450430	ENSG00000124574.14	ABCC10	2.90802
6	-	26234268	26234933	ENSG00000124575.6	HIST1H1D	0.440465
6	-	42963870	42979220	ENSG00000124587.13	PEX6	5.39077
6	+	2987987	3028869	ENSG00000124588.19	NQO2	4.49797
6	+	41780349	41790141	ENSG00000124593.14	PRICKLE4	0
6	-	41033627	41097787	ENSG00000124596.16	OARD1	23.9998
6	-	41026911	41039217	ENSG00000124602.9	UNC5CL	0
6	-	44299654	44313326	ENSG00000124608.4	AARS2	9.67324
6	-	26017085	26017732	ENSG00000124610.4	HIST1H1A	0
6	+	27374615	27403904	ENSG00000124613.8	ZNF391	0.303354
6	-	34417454	34426125	ENSG00000124614.13	RPS10	1035.21
6	-	39899578	39934551	ENSG00000124615.17	MOCS1	0.118632
6	-	27125897	27132750	ENSG00000124635.8	HIST1H2BJ	0.984357
6	-	41905354	41921139	ENSG00000124641.15	MED20	11.5487
6	+	27957241	27958182	ENSG00000124657.1	OR2B6	0.0762634
6	-	42744481	42746096	ENSG00000124659.6	TBCC	29.2219
6	-	34537802	34556333	ENSG00000124664.10	SPDEF	0.0206468
6	-	35118071	35148610	ENSG00000124678.17	TCP11	0
6	+	43629540	43640952	ENSG00000124688.13	MAD2L1BP	27.0318
6	+	41053304	41064511	ENSG00000124701.5	APOBEC2	0
6	+	43014103	43021298	ENSG00000124702.17	KLHDC3	46.4805
6	+	42960758	42963880	ENSG00000124713.5	GNMT	0.0527594
6	+	38715341	39030529	ENSG00000124721.17	DNAH8	0.108085
6	-	41267926	41286719	ENSG00000124731.12	TREM1	0
6	-	43012094	43013968	ENSG00000124733.3	MEA1	4.86972
6	-	53647901	53665708	ENSG00000124743.5	KLHL31	0
6	-	56056590	56394094	ENSG00000124749.16	COL21A1	0
6	+	36676460	36687339	ENSG00000124762.13	CDKN1A	271.602
6	+	21592768	21598619	ENSG00000124766.6	SOX4	14.3345
6	-	38675925	38703141	ENSG00000124767.6	GLO1	183.522
6	-	36740775	36840002	ENSG00000124772.11	CPNE5	10.0206
6	-	39299001	39314553	ENSG00000124780.13	KCNK17	0
6	+	7107597	7251980	ENSG00000124782.19	RREB1	31.1815
6	-	7268306	7347446	ENSG00000124783.12	SSR1	173.451
6	+	7389496	7418037	ENSG00000124784.8	RIOK1	31.2694
6	-	5997999	6007605	ENSG00000124785.8	NRN1	1.42834
6	-	8413068	8435483	ENSG00000124786.9	SLC35B3	0
6	-	4994732	5004063	ENSG00000124787.13	RPP40	1.97477
6	-	16299112	16761491	ENSG00000124788.17	ATXN1	5.00846
6	-	17615035	17706834	ENSG00000124789.11	NUP153	68.232
6	-	18223868	18264823	ENSG00000124795.14	DEK	276.97
6	-	8073360	8102578	ENSG00000124802.11	EEF1E1	26.1144
6	-	49834257	49877096	ENSG00000124812.14	CRISP1	0
6	+	45328157	45664349	ENSG00000124813.20	RUNX2	0
6	+	47781982	47832780	ENSG00000124818.14	OPN5	0
6	-	10873223	10881941	ENSG00000124827.6	GCM2	0
2	+	237627576	237813682	ENSG00000124831.18	LRRFIP1	172.612
2	-	237574322	237601614	ENSG00000124839.12	RAB17	0
4	+	73836497	73849064	ENSG00000124875.9	CXCL6	0
4	+	74365143	74388751	ENSG00000124882.3	EREG	0
11	+	55883297	55891810	ENSG00000124900.12	TRIM51	0
11	+	61752642	61788518	ENSG00000124920.13	MYRF	0.0954033
11	+	62242210	62244808	ENSG00000124935.3	SCGB1D2	0
11	+	62208668	62213939	ENSG00000124939.5	SCGB2A1	0
3	-	9962537	10011116	ENSG00000125037.12	EMC3	38.9001
3	-	8619400	8745040	ENSG00000125046.14	SSUH2	0
12	+	48978453	48981676	ENSG00000125084.11	WNT1	0
4	+	8182072	8241803	ENSG00000125089.16	SH3TC1	3.62591
16	-	58519951	58629886	ENSG00000125107.17	CNOT1	231.968
16	-	67207139	67227048	ENSG00000125122.15	LRRC29	0.0307506
16	-	56466836	56520283	ENSG00000125124.11	BBS2	9.9488
16	-	56666731	56668065	ENSG00000125144.13	MT1G	0
16	+	67109958	67148539	ENSG00000125149.11	C16orf70	13.5657
16	-	58707131	58734357	ENSG00000125166.12	GOT2	86.3894
16	-	57471922	57487327	ENSG00000125170.10	DOK4	3.53924
12	+	130337887	130372637	ENSG00000125207.7	PIWIL1	0
13	-	99254714	99261744	ENSG00000125245.12	GPR18	0.95753
13	+	99606669	99897134	ENSG00000125246.15	CLYBL	2.78752
13	-	100603927	100675093	ENSG00000125247.15	TMTC4	4.06805
13	+	97434222	97469128	ENSG00000125249.6	RAP2A	52.4288
13	-	103043998	103066846	ENSG00000125255.6	SLC10A2	0.0847371
13	-	95019829	95301446	ENSG00000125257.13	ABCC4	33.481
13	-	106489731	106535114	ENSG00000125266.6	EFNB2	0.193202
13	-	94709622	94712399	ENSG00000125285.5	SOX21	0
13	+	99501417	99564006	ENSG00000125304.8	TM9SF2	92.8698
17	+	44141906	44162476	ENSG00000125319.14	C17orf53	5.07807
6	+	167996241	168045089	ENSG00000125337.16	KIF25	0
5	-	132481609	132490798	ENSG00000125347.13	IRF1	63.3424
X	-	119805311	119852998	ENSG00000125351.11	UPF3B	39.426
X	-	119870475	119871827	ENSG00000125352.5	RNF113A	22.4853
X	-	119615724	119693370	ENSG00000125354.22	SEPT6	284.267
X	-	120258650	120311556	ENSG00000125355.15	TMEM255A	0.449107
X	+	119871487	119876662	ENSG00000125356.6	NDUFA1	125.543
X	+	11293413	11300761	ENSG00000125363.14	AMELX	0
14	+	50312326	50335558	ENSG00000125375.14	ATP5S	0
14	-	53949736	53958761	ENSG00000125378.15	BMP4	0.0206468
14	+	52314305	52328606	ENSG00000125384.6	PTGER2	0.118632
4	+	2536631	2732565	ENSG00000125386.15	FAM193A	32.9673
4	+	2963608	3040747	ENSG00000125388.19	GRK4	1.83256
17	+	72121020	72126420	ENSG00000125398.5	SOX9	20.9401
17	-	15303811	15341641	ENSG00000125409.12	TEKT3	0
17	-	10521148	10549957	ENSG00000125414.18	MYH2	0
17	+	14301083	14349404	ENSG00000125430.8	HS3ST3B1	0.188793
17	-	8287763	8295343	ENSG00000125434.10	SLC25A35	0.286941
17	+	75261674	75266373	ENSG00000125445.10	MRPS7	46.6199
17	-	75236599	75262363	ENSG00000125447.16	GGA3	65.0122
17	+	75109952	75130265	ENSG00000125449.6	ARMC7	10.5078
17	+	75205659	75235758	ENSG00000125450.10	NUP85	23.7671
17	-	75272981	75289510	ENSG00000125454.11	SLC25A19	22.6518
17	-	75266228	75271227	ENSG00000125457.13	MIF4GD	21.7997
17	-	75130225	75131795	ENSG00000125458.6	NT5C	15.1088
1	+	155610205	155614967	ENSG00000125459.14	MSTO1	0.988186
1	-	156404250	156430701	ENSG00000125462.16	C1orf61	0.0647707
9	-	132375548	132406851	ENSG00000125482.12	TTF1	20.4358
9	+	132670035	132694955	ENSG00000125484.11	GTF3C4	59.5112
9	-	132592997	132670401	ENSG00000125485.17	DDX31	16.9867
9	+	132582185	132590266	ENSG00000125492.9	BARHL1	0
19	+	54769811	54784322	ENSG00000125498.19	KIR2DL1	0
19	-	55090913	55117559	ENSG00000125503.12	PPP1R12C	33.4218
19	-	54173412	54189882	ENSG00000125505.16	MBOAT7	16.1119
20	-	63540810	63547504	ENSG00000125508.3	SRMS	0.0377405
20	+	64080173	64100643	ENSG00000125510.15	OPRL1	0.214351
20	+	63739861	63743505	ENSG00000125520.13	SLC2A4RG	6.49908
20	-	64105820	64107171	ENSG00000125522.3	NPBWR2	0
20	+	63547891	63556708	ENSG00000125531.6	FNDC11	0.123173
20	-	63005927	63007035	ENSG00000125533.5	BHLHE23	0
20	+	63520724	63522206	ENSG00000125534.9	PPDPF	51.2999
2	-	112829751	112836903	ENSG00000125538.11	IL1B	1.83003
2	+	87748087	87758793	ENSG00000125551.18	PLGLB2	0
2	+	112912971	112918882	ENSG00000125571.9	IL37	0
2	+	112584240	112589275	ENSG00000125611.15	CHCHD5	12.9609
2	-	113215997	113278950	ENSG00000125618.16	PAX8	0.149694
2	+	118088452	118110997	ENSG00000125629.14	INSIG2	15.6053
2	+	112541915	112577150	ENSG00000125630.15	POLR1B	49.5002
2	-	117915478	118014133	ENSG00000125633.10	CCDC93	38.5047
2	+	113157325	113209396	ENSG00000125637.15	PSD4	100.787
19	-	6436079	6465203	ENSG00000125648.14	SLC25A23	41.905
19	-	6375148	6379058	ENSG00000125650.4	PSPN	2.11425
