chr	strand	start	end	gene_id	gene_symbol
16	+	2204248	2209416	ENSG00000167965.17	MLST8
16	+	1972037	1982933	ENSG00000183751.14	TBL3
16	+	1308880	1327018	ENSG00000103275.19	UBE2I
16	+	1528688	1555580	ENSG00000131634.13	TMEM204
16	+	2025356	2039026	ENSG00000065054.13	SLC9A3R2
16	+	2223566	2235742	ENSG00000167967.15	E4F1
16	+	1826941	1840207	ENSG00000180185.11	FAHD1
16	+	1706183	1770317	ENSG00000138834.12	MAPK8IP3
16	+	649311	667833	ENSG00000161996.18	WDR90
16	+	234546	268971	ENSG00000167930.15	FAM234A
16	+	1078781	1080142	ENSG00000162009.8	SSTR5
16	+	805443	813861	ENSG00000167945.1	PRR25
16	+	1966823	1968975	ENSG00000179580.9	RNF151
16	+	1773207	1781708	ENSG00000197774.12	EME2
16	+	715115	719655	ENSG00000103260.8	METRN
16	+	2460080	2464963	ENSG00000162062.14	C16orf59
16	+	2429394	2458854	ENSG00000162063.12	CCNF
16	+	2513870	2520218	ENSG00000185883.11	ATP6V0C
16	+	636817	648474	ENSG00000172366.19	MCRIP2
16	+	152687	154503	ENSG00000130656.4	HBZ
16	+	1989660	1994275	ENSG00000127561.14	SYNGR3
16	+	629239	634116	ENSG00000127578.6	WFIKKN1
16	+	2475051	2509560	ENSG00000162065.12	TBC1D24
16	+	2817180	2826304	ENSG00000007038.10	PRSS21
16	+	1256059	1258998	ENSG00000095917.13	TPSD1
16	+	2520357	2531422	ENSG00000162066.14	AMDHD2
16	+	668086	674174	ENSG00000140983.13	RHOT2
16	+	2155698	2178129	ENSG00000131653.12	TRAF7
16	+	172847	173710	ENSG00000188536.12	HBA2
16	+	268727	283010	ENSG00000242173.8	ARHGDIG
16	+	180453	181181	ENSG00000086506.2	HBQ1
16	+	1493344	1510457	ENSG00000100726.14	TELO2
16	+	2682475	2709030	ENSG00000167977.8	KCTD5
16	+	589357	629272	ENSG00000197562.9	RAB40C
16	+	2009926	2020755	ENSG00000183971.5	NPW
16	+	283152	287215	ENSG00000185615.15	PDIA2
16	+	249547	269943	ENSG00000269881.1	AC004754.3
16	+	720581	722601	ENSG00000103254.9	FAM173A
16	+	425619	523011	ENSG00000090565.15	RAB11FIP3
16	+	675666	678268	ENSG00000103269.13	RHBDL1
16	+	760762	768865	ENSG00000102854.15	MSLN
16	+	788046	800737	ENSG00000127586.16	CHTF18
16	+	680224	682870	ENSG00000103266.10	STUB1
16	+	153892	166768	ENSG00000206177.6	HBM
16	+	2496032	2520218	ENSG00000260272.1	RP11-20I23.1
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1
16	+	566995	584136	ENSG00000007541.16	PIGQ
16	+	1984207	1987749	ENSG00000127554.12	GFER
16	+	981808	986979	ENSG00000005513.9	SOX8
16	+	2471499	2474145	ENSG00000162068.1	NTN3
16	+	176680	177522	ENSG00000206172.8	HBA1
16	+	2047465	2088720	ENSG00000103197.16	TSC2
16	+	2752329	2772538	ENSG00000167978.16	SRRM2
16	+	1153121	1221772	ENSG00000196557.11	CACNA1H
16	+	1240696	1242554	ENSG00000172236.16	TPSAB1
16	+	527717	554636	ENSG00000103326.11	CAPN15
16	+	1678256	1702280	ENSG00000206053.12	HN1L
16	+	396725	410367	ENSG00000103202.12	NME4
16	+	1782901	1789191	ENSG00000095906.16	NUBP2
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3
16	+	2513965	2527955	ENSG00000259784.1	RP11-20I23.3
16	+	566996	569495	ENSG00000257108.1	NHLRC4
16	+	726936	735525	ENSG00000103253.17	HAGHL
16	+	1351923	1364113	ENSG00000090581.9	GNPTG
16	+	2253737	2262342	ENSG00000279473.1	AC009065.1
16	+	401826	412487	ENSG00000242612.6	DECR2
16	+	1959508	1961975	ENSG00000140990.14	NDUFB10
16	+	2830169	2839585	ENSG00000162078.11	ZG16B
16	-	853634	981318	ENSG00000103227.18	LMF1
16	-	634427	636366	ENSG00000130731.15	C16orf13
16	-	1434383	1444556	ENSG00000197599.12	CCDC154
16	-	1943974	1957606	ENSG00000140986.7	RPL3L
16	-	2088710	2135898	ENSG00000008710.18	PKD1
16	-	2239395	2252300	ENSG00000167969.12	ECI1
16	-	1485886	1488981	ENSG00000251692.7	PTX4
16	-	1221651	1225257	ENSG00000116176.6	TPSG1
16	-	681671	684528	ENSG00000161999.11	JMJD8
16	-	1419744	1420800	ENSG00000174109.4	C16orf91
16	-	268301	275980	ENSG00000076344.15	RGS11
16	-	1227272	1230184	ENSG00000197253.13	TPSB2
16	-	1090005	1096244	ENSG00000184471.7	C1QTNF8
16	-	1771890	1773155	ENSG00000074071.14	MRPS34
16	-	2209253	2211950	ENSG00000182685.7	BRICD5
16	-	1770286	1771730	ENSG00000103024.7	NME3
16	-	729753	741329	ENSG00000103245.13	NARFL
16	-	1444934	1475580	ENSG00000103249.17	CLCN7
16	-	2771414	2777297	ENSG00000103363.14	TCEB2
16	-	188969	229463	ENSG00000007392.16	LUC7L
16	-	287440	352673	ENSG00000103126.14	AXIN1
16	-	2852727	2858170	ENSG00000005001.9	PRSS22
16	-	1349240	1351911	ENSG00000007520.3	TSR3
16	-	798041	800733	ENSG00000127588.4	GNG13
16	-	1962052	1964860	ENSG00000140988.15	RPS2
16	-	2211997	2214807	ENSG00000184207.8	PGP
16	-	370773	387113	ENSG00000129925.10	TMEM8A
16	-	1776712	1793700	ENSG00000162032.15	SPSB3
16	-	769428	783370	ENSG00000162006.9	MSLNL
16	-	2530035	2531417	ENSG00000205923.3	CEMP1
16	-	1790413	1794971	ENSG00000099769.5	IGFALS
16	-	684622	690444	ENSG00000127580.15	WDR24
16	-	1833983	1884294	ENSG00000162039.14	MEIOB
16	-	2253116	2268412	ENSG00000205937.11	RNPS1
16	-	692498	705829	ENSG00000127585.11	FBXL16
16	-	1795620	1827194	ENSG00000063854.12	HAGH
16	-	1938210	1943326	ENSG00000198736.11	MSRB1
16	-	84271	138860	ENSG00000103148.15	NPRL3
16	-	1510427	1612110	ENSG00000187535.13	IFT140
16	-	2039815	2047866	ENSG00000065057.7	NTHL1
16	-	2177180	2196525	ENSG00000167971.15	CASKIN1
16	-	722582	726954	ENSG00000162004.16	CCDC78
16	-	2275881	2340746	ENSG00000167972.13	ABCA3
16	-	2783953	2787948	ENSG00000103355.13	PRSS33
16	-	784974	788397	ENSG00000007376.7	RPUSD1
16	-	1363205	1414751	ENSG00000059145.18	UNKL
16	-	1978917	1984192	ENSG00000196408.11	NOXO1
16	-	367384	370527	ENSG00000086504.15	MRPL28
16	-	2712418	2720551	ENSG00000172382.9	PRSS27
16	-	1911463	1918440	ENSG00000162040.6	HS3ST6
16	-	1997654	2009823	ENSG00000167962.13	ZNF598
